Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel Type,Emission standard,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Fuel tank capacity,Dimensions,Length,Width,Height,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (manual transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Tires size,Wheel rims size,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Kerb Weight,Max. weight,Max load,Trunk (boot) space - minimum,Wheelbase,Minimum turning circle (turning diameter),Assisting systems,Power steering,Engine location,Fuel consumption (economy) - combined,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Electric cars and hybrids specs,Gross battery capacity,Electric motor 1,Electric motor power,Electric motor Torque,System power,System torque,Internal combustion engine specs,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Valvetrain,Engine systems,Number of Gears (automatic transmission),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Acceleration 0 - 60 mph,Trunk (boot) space - maximum,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Width with mirrors folded,Front overhang,Rear overhang,Ride height (ground clearance),Drag coefficient (Cd),Approach angle,Departure angle,Ramp angle,Wading depth,Steering type,AdBlue tank,All-electric range (WLTP),Engine oil capacity,Oil viscosity,Coolant,Max. roof load,Permitted towbar download,Width including mirrors,Climb angle,Max speed (electric),All-electric range,Electric motor 2,Average Energy consumption (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Maximum engine speed,All-electric range (NEDC),Average Energy consumption (NEDC)
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (362 Hp) 4WD Automatic,2009 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,Petrol (Gasoline),,Engine specs,362 Hp @ 5200 rpm.,64 Hp/l,527 Nm @ 4350 rpm.  388.7 lb.-ft. @ 4350 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,,"6 kg/Hp, 167.1 Hp/tonne","4.1 kg/Nm, 243.2 Nm/tonne",2167 kg  4777.42 lbs.,2790 kg  6150.9 lbs.,623 kg  1373.48 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,OHV,,5,,,,,,,,,,210 mm  8.27 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (352 Hp) 4WD Automatic,2009 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,20.9 l/100 km  11.25 US mpg13.52 UK mpg4.78 km/l,11.5 l/100 km  20.45 US mpg24.56 UK mpg8.7 km/l,Petrol (Gasoline),Euro 4,Engine specs,352 Hp @ 5400 rpm.,62.3 Hp/l,520 Nm @ 4200 rpm.  383.53 lb.-ft. @ 4200 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4750 mm  187.01 in.,1870 mm  73.62 in.,1740 mm  68.5 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/60 R18,18,208 km/h  129.25 mph,"6.2 kg/Hp, 161.8 Hp/tonne","4.2 kg/Nm, 239.1 Nm/tonne",2175 kg  4795.05 lbs.,2750 kg  6062.71 lbs.,575 kg  1267.66 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",14.9 l/100 km  15.79 US mpg18.96 UK mpg6.71 km/l,,7.6 sec,7.6 sec,7.2 sec,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,10.5,,,5,,,,,,,,,,180 mm  7.09 in.,0.41,23.3°,20°,20°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (335 Hp) Automatic,2006 year,2008 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,Petrol (Gasoline),,Engine specs,335 Hp @ 5000 rpm.,59.3 Hp/l,509 Nm @ 4000 rpm.  375.42 lb.-ft. @ 4000 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",79 l  20.87 US gal | 17.38 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Helical spring,Ventilated discs,Ventilated discs,245/65 R17,17,,"6.2 kg/Hp, 160.8 Hp/tonne","4.1 kg/Nm, 244.4 Nm/tonne",2083 kg  4592.23 lbs.,2726 kg  6009.8 lbs.,643 kg  1417.57 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,9.6,SOHC,,5,,,,,,,,,,204 mm  8.03 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (335 Hp) 4WD Automatic,2006 year,2008 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,Petrol (Gasoline),,Engine specs,335 Hp @ 5000 rpm.,59.3 Hp/l,509 Nm @ 4000 rpm.  375.42 lb.-ft. @ 4000 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4740 mm  186.61 in.,1862 mm  73.31 in.,1720 mm  67.72 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,235/65 R17,17,,"6.4 kg/Hp, 156 Hp/tonne","4.2 kg/Nm, 237.1 Nm/tonne",2147 kg  4733.32 lbs.,2790 kg  6150.9 lbs.,643 kg  1417.57 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",14.7 l/100 km  16 US mpg19.22 UK mpg6.8 km/l,,,,,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,9.6,OHV,,5,,,,,,,,,,204 mm  8.03 in.,0.41,34.1°,27.1°,20.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),5.7i V8 (326 Hp) 4WD Automatic,2005 year,2008 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,21.3 l/100 km  11.04 US mpg13.26 UK mpg4.69 km/l,12 l/100 km  19.6 US mpg23.54 UK mpg8.33 km/l,Petrol (Gasoline),Euro 4,Engine specs,326 Hp @ 5000 rpm.,57.7 Hp/l,500 Nm @ 4000 rpm.  368.78 lb.-ft. @ 4000 rpm.,,5654 cm3 345.03 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4750 mm  187.01 in.,1870 mm  73.62 in.,1770 mm  69.69 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,208 km/h  129.25 mph,"6.7 kg/Hp, 149.9 Hp/tonne","4.4 kg/Nm, 229.9 Nm/tonne",2175 kg  4795.05 lbs.,2750 kg  6062.71 lbs.,575 kg  1267.66 lbs.,978 l  34.54 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",15.4 l/100 km  15.27 US mpg18.34 UK mpg6.49 km/l,,7.4 sec,7.4 sec,7 sec,,,,,,,,,V-engine,99.5 mm  3.92 in.,90.9 mm  3.58 in.,9.6,OHV,,5,,,,1909 l  67.42 cu. ft.,,,,,,,0.41,,,,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),4.7i V8 (309 Hp) Automatic,2008 year,2009 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,Petrol (Gasoline),,Engine specs,309 Hp @ 5650 rpm.,65.7 Hp/l,453 Nm @ 3950 rpm.  334.12 lb.-ft. @ 3950 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,Ventilated discs,Ventilated discs,245/65 R17,17,,"6.6 kg/Hp, 151.7 Hp/tonne","4.5 kg/Nm, 222.4 Nm/tonne",2037 kg  4490.82 lbs.,2727 kg  6012.01 lbs.,690 kg  1521.19 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,9.8,SOHC,,5,,,,,,,,,,210 mm  8.27 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),4.7i V8 (309 Hp) 4WD Automatic,2008 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,16.8 l/100 km  14 US mpg16.81 UK mpg5.95 km/l,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,Petrol (Gasoline),,Engine specs,309 Hp @ 5650 rpm.,65.7 Hp/l,453 Nm @ 3950 rpm.  334.12 lb.-ft. @ 3950 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,,"6.8 kg/Hp, 146.8 Hp/tonne","4.6 kg/Nm, 215.2 Nm/tonne",2105 kg  4640.73 lbs.,2767 kg  6100.19 lbs.,662 kg  1459.46 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),Hydraulic Steering,"Front, Longitudinal",15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,9.8,SOHC,,5,,,,,,,,,,210 mm  8.27 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),4.7i V8 (238 Hp) Automatic,2005 year,2007 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,Petrol (Gasoline),,Engine specs,238 Hp @ 4500 rpm.,50.6 Hp/l,414 Nm @ 3600 rpm.  305.35 lb.-ft. @ 3600 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4740 mm  186.61 in.,1862 mm  73.31 in.,1720 mm  67.72 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Helical spring,Ventilated discs,Ventilated discs,235/65 R17,17,,"8.3 kg/Hp, 120.1 Hp/tonne","4.8 kg/Nm, 209 Nm/tonne",1981 kg  4367.36 lbs.,2726 kg  6009.8 lbs.,745 kg  1642.44 lbs.,977 l  34.5 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,9,SOHC,,5,,,,1909 l  67.42 cu. ft.,,,,,,204 mm  8.03 in.,0.41,34.1°,27.1°,20.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),4.7i V8 (238 Hp) 4WD Automatic,2005 year,2007 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,,,Petrol (Gasoline),,Engine specs,238 Hp @ 4500 rpm.,50.6 Hp/l,414 Nm @ 3600 rpm.  305.35 lb.-ft. @ 3600 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4740 mm  186.61 in.,1862 mm  73.31 in.,1720 mm  67.72 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,235/65 R17,17,201 km/h  124.9 mph,"8.8 kg/Hp, 113.8 Hp/tonne","5.1 kg/Nm, 197.9 Nm/tonne",2092 kg  4612.07 lbs.,2767 kg  6100.19 lbs.,675 kg  1488.12 lbs.,977 l  34.5 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,9,SOHC,,5,,,,1909 l  67.42 cu. ft.,,,,,,204 mm  8.03 in.,0.41,34.1°,27.1°,20.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),4.7i V8 (231 Hp) 4WD Automatic,2005 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,19.7 l/100 km  11.94 US mpg14.34 UK mpg5.08 km/l,12 l/100 km  19.6 US mpg23.54 UK mpg8.33 km/l,Petrol (Gasoline),,Engine specs,231 Hp @ 4500 rpm.,49.1 Hp/l,410 Nm @ 3600 rpm.  302.4 lb.-ft. @ 3600 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4750 mm  187.01 in.,1870 mm  73.62 in.,1740 mm  68.5 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,200 km/h  124.27 mph,"9.2 kg/Hp, 108.2 Hp/tonne","5.2 kg/Nm, 192 Nm/tonne",2135 kg  4706.87 lbs.,2750 kg  6062.71 lbs.,615 kg  1355.84 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),Hydraulic Steering,"Front, Longitudinal",14.9 l/100 km  15.79 US mpg18.96 UK mpg6.71 km/l,,9.5 sec,9.5 sec,9 sec,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,9,SOHC,,5,,,,,,,,,,,0.41,,,,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),3.7i V6 (214 Hp) Automatic,2005 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,Petrol (Gasoline),,Engine specs,214 Hp @ 5200 rpm.,57.8 Hp/l,319 Nm @ 4000 rpm.  235.28 lb.-ft. @ 4000 rpm.,,3701 cm3 225.85 cu. in.,6,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4740 mm  186.61 in.,1862 mm  73.31 in.,1720 mm  67.72 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,Coil spring,Helical spring,Disc,Disc,235/65 R17,17,,"9 kg/Hp, 110.9 Hp/tonne","6 kg/Nm, 165.4 Nm/tonne",1929 kg  4252.72 lbs.,2586 kg  5701.15 lbs.,657 kg  1448.44 lbs.,977 l  34.5 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,90.8 mm  3.57 in.,9.6,SOHC,,5,,,,1909 l  67.42 cu. ft.,,,,,,204 mm  8.03 in.,0.41,34.1°,27.1°,20.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),3.7i V6 (214 Hp) 4WD Automatic,2005 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,Petrol (Gasoline),,Engine specs,214 Hp @ 5200 rpm.,57.8 Hp/l,319 Nm @ 4000 rpm.  235.28 lb.-ft. @ 4000 rpm.,,3701 cm3 225.85 cu. in.,6,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4740 mm  186.61 in.,1862 mm  73.31 in.,1720 mm  67.72 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,235/65 R17,17,180 km/h  111.85 mph,"9.4 kg/Hp, 106.3 Hp/tonne","6.3 kg/Nm, 158.4 Nm/tonne",2014 kg  4440.11 lbs.,2676 kg  5899.57 lbs.,662 kg  1459.46 lbs.,977 l  34.5 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),Hydraulic Steering,"Front, Longitudinal",13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,90.8 mm  3.57 in.,9.6,SOHC,,5,,,,1909 l  67.42 cu. ft.,,,,,,204 mm  8.03 in.,0.41,34.1°,27.1°,20.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),3.7i V6 (201 Hp) 4WD Automatic,2008 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,17 l/100 km  13.84 US mpg16.62 UK mpg5.88 km/l,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,Petrol (Gasoline),,Engine specs,201 Hp @ 5100 rpm.,54.3 Hp/l,315 Nm @ 3900 rpm.  232.33 lb.-ft. @ 3900 rpm.,,3701 cm3 225.85 cu. in.,6,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4750 mm  187.01 in.,1870 mm  73.62 in.,1740 mm  68.5 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,,,,,,,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),Hydraulic Steering,"Front, Longitudinal",12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,90.8 mm  3.57 in.,9.6,SOHC,,5,,,,,,,,,,180 mm  7.09 in.,0.41,23.3°,20°,20°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),3.0 CRD (218 Hp) Automatic,2007 year,2009 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,Diesel,,Engine specs,218 Hp @ 3800 rpm.,73 Hp/l,510 Nm @ 1600-2800 rpm.  376.16 lb.-ft. @ 1600-2800 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",80 l  21.13 US gal | 17.6 UK gal,Dimensions,4775 mm  187.99 in.,1861 mm  73.27 in.,1749 mm  68.86 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,,Ventilated discs,Ventilated discs,245/65 R17,17,,"9.3 kg/Hp, 108 Hp/tonne","4 kg/Nm, 252.7 Nm/tonne",2018 kg  4448.93 lbs.,2727 kg  6012.01 lbs.,709 kg  1563.08 lbs.,,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,,,,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,18,DOHC,,5,,,,,,,,,,204 mm  8.03 in.,0.41,32.3°,27.5°,20.4°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee III (WK),3.0 CRD (218 Hp) 4WD Automatic,2005 year,2010 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,Diesel,Euro 4,Engine specs,218 Hp @ 4000 rpm.,73 Hp/l,510 Nm @ 1600-2400 rpm.  376.16 lb.-ft. @ 1600-2400 rpm.,,2987 cm3 182.28 cu. in.,6,4,Diesel Commonrail,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4750 mm  187.01 in.,1870 mm  73.62 in.,1740 mm  68.5 in.,1575 mm  62.01 in.,1575 mm  62.01 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,,,Ventilated discs,Ventilated discs,245/65 R17,17,200 km/h  124.27 mph,"9.8 kg/Hp, 102.1 Hp/tonne","4.2 kg/Nm, 238.9 Nm/tonne",2135 kg  4706.87 lbs.,2750 kg  6062.71 lbs.,615 kg  1355.84 lbs.,978 l  34.54 cu. ft.,2781 mm  109.49 in.,11.3 m  37.07 ft.,ABS (Anti-lock braking system),,"Front, Longitudinal",10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,,9 sec,9 sec,8.6 sec,,,,,,,,,V-engine,83 mm  3.27 in.,92 mm  3.62 in.,17.7,DOHC,,5,,,,1909 l  67.42 cu. ft.,,,,,,,0.41,,,,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
Jeep,Grand Cherokee,Grand Cherokee II (WJ),4.7i V8 (269 Hp) 4WD Automatic,2002 year,2004 year,Internal Combustion engine,Off-road vehicle,5,5,Performance specs,15.7 l/100 km  14.98 US mpg17.99 UK mpg6.37 km/l,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,Petrol (Gasoline),,Engine specs,269 Hp @ 5100 rpm.,57.2 Hp/l,441 Nm @ 3600 rpm.  325.26 lb.-ft. @ 3600 rpm.,,4701 cm3 286.87 cu. in.,8,2,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",78 l  20.61 US gal | 17.16 UK gal,Dimensions,4610 mm  181.5 in.,1836 mm  72.28 in.,1786 mm  70.31 in.,1511 mm  59.49 in.,1511 mm  59.49 in.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),,Coil spring,Helical spring,Ventilated discs,Ventilated discs,235/65 R17,17,,"7.1 kg/Hp, 141 Hp/tonne","4.3 kg/Nm, 231.1 Nm/tonne",1908 kg  4206.42 lbs.,2495 kg  5500.53 lbs.,587 kg  1294.11 lbs.,1104 l  38.99 cu. ft.,2690 mm  105.91 in.,11.4 m  37.4 ft.,ABS (Anti-lock braking system),Hydraulic Steering,"Front, Longitudinal",13.8 l/100 km  17.04 US mpg20.47 UK mpg7.25 km/l,,,,,,,,,,,,,V-engine,93 mm  3.66 in.,86.5 mm  3.41 in.,10.2,SOHC,,5,,,,2047 l  72.29 cu. ft.,,,,,,211 mm  8.31 in.,0.45,36.7°,28.6°,22.6°,,Steering rack and pinion,,,,,,,,,,,,,,,,,,,,
