Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Fuel Type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine Model/Code,Engine displacement,Number of cylinders,Position of cylinders,Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Fuel System,Engine aspiration,Engine oil capacity,Oil viscosity,Coolant,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Power steering,Tires size,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum engine speed,Engine location,Valvetrain,Drag coefficient (Cd),Minimum turning circle (turning diameter),Steering type,Wheel rims size,Number of Gears (manual transmission),Max. weight,Max load,Permitted trailer load without brakes,CO2 emissions,Engine systems,Permitted trailer load with brakes (12%),Engine oil specification,Width including mirrors,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,Electric motor 2,System power,System torque,Internal combustion engine specs,Emission standard,Trunk (boot) space - maximum,Ride height (ground clearance),Approach angle,Departure angle,Front overhang,Rear overhang,100 km/h - 0,Wading depth,Fuel consumption (economy) - urban (Ethanol - E85),Fuel consumption (economy) - extra urban (Ethanol - E85),Power (Ethanol - E85),Power per litre (Ethanol - E85),Torque (Ethanol - E85),Max. roof load,Permitted towbar download,Battery voltage,Battery technology,Average Energy consumption,Power (CNG),Power per litre (CNG),Torque (CNG),Ramp angle,Permitted trailer load with brakes (8%),Net (usable) battery capacity,All-electric range (WLTP),Average Energy consumption (WLTP),Width with mirrors folded,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),AdBlue tank,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Fuel consumption (economy) - combined (Ethanol - E85),CO2 emissions (Ethanol - E85),Fuel consumption (economy) - urban (LPG) (NEDC),Fuel consumption (economy) - extra urban (LPG) (NEDC),Fuel consumption (economy) - combined (LPG) (NEDC),CO2 emissions (LPG) (NEDC),Fuel tank capacity (LPG),All-electric range (NEDC),Average Energy consumption (NEDC),Acceleration 0 - 300 km/h
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 THP (156 Hp) EGS,2011 year,2015 year,Internal Combustion engine,Hatchback,5,5,Performance specs,8.6 l/100 km  27.35 US mpg32.85 UK mpg11.63 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,Petrol (Gasoline),8.7 sec,8.7 sec,,214 km/h  132.97 mph,"8.2 kg/Hp, 122.4 Hp/tonne","5.3 kg/Nm, 188.2 Nm/tonne",Engine specs,156 Hp @ 6000 rpm.,97.6 Hp/l,240 Nm @ 1400 rpm.  177.01 lb.-ft. @ 1400 rpm.,EP6CDTM,1598 cm3 97.52 cu. in.,4,Inline,77 mm  3.03 in.,85.8 mm  3.38 in.,11,4,Direct injection,Turbocharger,4.25 l  4.49 US qt | 3.74 UK qt,Log in to see.,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1275 kg  2810.89 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 EGS,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,8.3 sec,,"Front, Transverse",DOHC,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,,1805 kg  3979.34 lbs.,530 kg  1168.45 lbs.,675 kg  1488.12 lbs.,148 g/km,,1400 kg  3086.47 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1560 kg  3439.21 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 HDI (114 Hp),2013 year,2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,3.9 l/100 km  60.31 US mpg72.43 UK mpg25.64 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,Diesel,11.3 sec,11.3 sec,,190 km/h  118.06 mph,"10.6 kg/Hp, 94.6 Hp/tonne","4.5 kg/Nm, 224.1 Nm/tonne",Engine specs,114 Hp @ 3600 rpm.,73.1 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1205 kg  2656.57 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.7 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,6,1810 kg  3990.37 lbs.,605 kg  1333.8 lbs.,675 kg  1488.12 lbs.,119 g/km,Particulate filter,,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 HDi (112 Hp),2010 year,2012 year,Internal Combustion engine,Hatchback,5,5,Performance specs,5.8 l/100 km  40.55 US mpg48.7 UK mpg17.24 km/l,3.9 l/100 km  60.31 US mpg72.43 UK mpg25.64 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,Diesel,11.3 sec,11.3 sec,,190 km/h  118.06 mph,"10.8 kg/Hp, 92.9 Hp/tonne","4.5 kg/Nm, 224.1 Nm/tonne",Engine specs,112 Hp @ 3600 rpm.,71.8 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.8 l  4.02 US qt | 3.34 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1205 kg  2656.57 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.7 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,6,1810 kg  3990.37 lbs.,605 kg  1333.8 lbs.,675 kg  1488.12 lbs.,119 g/km,Particulate filter,1300 kg  2866.01 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 HDi (92 Hp),2010 year,2014 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,3.5 l/100 km  67.2 US mpg80.71 UK mpg28.57 km/l,4 l/100 km  58.8 US mpg70.62 UK mpg25 km/l,Diesel,12.9 sec,12.9 sec,,180 km/h  111.85 mph,"13.1 kg/Hp, 76.3 Hp/tonne","5.2 kg/Nm, 190.9 Nm/tonne",Engine specs,92 Hp @ 3750 rpm.,59 Hp/l,230 Nm @ 1750 rpm.  169.64 lb.-ft. @ 1750 rpm.,DV6DTED,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.75 l  3.96 US qt | 3.3 UK qt,Log in to see.,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1205 kg  2656.57 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,12.3 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,5,1790 kg  3946.27 lbs.,585 kg  1289.7 lbs.,640 kg  1410.96 lbs.,104 g/km,Particulate filter,1300 kg  2866.01 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDI (114 Hp) Airdream EGS,2013 year,2015 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,4.2 l/100 km  56 US mpg67.26 UK mpg23.81 km/l,Diesel,11.2 sec,11.2 sec,,190 km/h  118.06 mph,"10.6 kg/Hp, 94.6 Hp/tonne","4.5 kg/Nm, 224.1 Nm/tonne",Engine specs,114 Hp @ 3600 rpm.,73.1 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,DV6C,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.75 l  3.96 US qt | 3.3 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1205 kg  2656.57 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 EGS,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.6 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,,1825 kg  4023.44 lbs.,620 kg  1366.87 lbs.,635 kg  1399.94 lbs.,109 g/km,Particulate filter,,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDI (114 Hp) Airdream,2013 year,2015 year,Internal Combustion engine,Hatchback,5,5,Performance specs,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,4 l/100 km  58.8 US mpg70.62 UK mpg25 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,Diesel,11.3 sec,11.3 sec,,190 km/h  118.06 mph,"10.6 kg/Hp, 94.6 Hp/tonne","4.5 kg/Nm, 224.1 Nm/tonne",Engine specs,114 Hp @ 3600 rpm.,73.1 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,DV6C,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.75 l  3.96 US qt | 3.3 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1205 kg  2656.57 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.7 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,6,1820 kg  4012.41 lbs.,615 kg  1355.84 lbs.,670 kg  1477.1 lbs.,117 g/km,Particulate filter,,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDI (112 Hp) VTR+ EGS,2010 year,2012 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,3.4 l/100 km  69.18 US mpg83.08 UK mpg29.41 km/l,3.7 l/100 km  63.57 US mpg76.35 UK mpg27.03 km/l,Diesel,11.2 sec,11.2 sec,,190 km/h  118.06 mph,"11.5 kg/Hp, 86.8 Hp/tonne","4.8 kg/Nm, 209.3 Nm/tonne",Engine specs,112 Hp @ 3600 rpm.,71.8 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,DV6C,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.8 l  4.02 US qt | 3.34 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1290 kg  2843.96 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 EGS,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,225/45 R17; 225/40 R18,10.6 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,17; 18,,1825 kg  4023.44 lbs.,535 kg  1179.47 lbs.,400 kg  881.85 lbs.,95 g/km,Particulate filter,600 kg  1322.77 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDI (112 Hp) VTR+,2011 year,2012 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,3.4 l/100 km  69.18 US mpg83.08 UK mpg29.41 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,Diesel,11.3 sec,11.3 sec,,190 km/h  118.06 mph,"11.4 kg/Hp, 87.8 Hp/tonne","4.7 kg/Nm, 211.8 Nm/tonne",Engine specs,112 Hp @ 3600 rpm.,71.8 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.8 l  4.02 US qt | 3.34 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1275 kg  2810.89 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.7 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,6,1810 kg  3990.37 lbs.,535 kg  1179.47 lbs.,675 kg  1488.12 lbs.,97 g/km,Particulate filter,1300 kg  2866.01 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDi (112 Hp) EGS,2010 year,2012 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.3 l/100 km  54.7 US mpg65.69 UK mpg23.26 km/l,3.6 l/100 km  65.34 US mpg78.47 UK mpg27.78 km/l,3.9 l/100 km  60.31 US mpg72.43 UK mpg25.64 km/l,Diesel,11.2 sec,11.2 sec,,190 km/h  118.06 mph,"11.5 kg/Hp, 86.8 Hp/tonne","4.8 kg/Nm, 209.3 Nm/tonne",Engine specs,112 Hp @ 3600 rpm.,71.8 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,DV6C,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.8 l  4.02 US qt | 3.34 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1290 kg  2843.96 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6 EGS,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,225/45 R17; 225/40 R18,10.6 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,17; 18,,1825 kg  4023.44 lbs.,535 kg  1179.47 lbs.,680 kg  1499.14 lbs.,101 g/km,Particulate filter,1300 kg  2866.01 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.6 e-HDI (112 Hp),2011 year,2012 year,Internal Combustion engine,Hatchback,5,5,Performance specs,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,3.5 l/100 km  67.2 US mpg80.71 UK mpg28.57 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,Diesel,11.3 sec,11.3 sec,,190 km/h  118.06 mph,"11.4 kg/Hp, 87.8 Hp/tonne","4.7 kg/Nm, 211.8 Nm/tonne",Engine specs,112 Hp @ 3600 rpm.,71.8 Hp/l,270 Nm @ 1750 rpm.  199.14 lb.-ft. @ 1750 rpm.,DV6C,1560 cm3 95.2 cu. in.,4,Inline,75 mm  2.95 in.,88.3 mm  3.48 in.,16,2,Diesel Commonrail,"Turbocharger, Intercooler",3.8 l  4.02 US qt | 3.34 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1275 kg  2810.89 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,10.7 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,6,1810 kg  3990.37 lbs.,535 kg  1179.47 lbs.,675 kg  1488.12 lbs.,100 g/km,Particulate filter,1300 kg  2866.01 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1550 kg  3417.17 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Citroen,C4,"C4 II Hatchback (Phase I, 2010)",1.4 VTi (95 Hp),2010 year,2015 year,Internal Combustion engine,Hatchback,5,5,Performance specs,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,Petrol (Gasoline),11.9 sec,11.9 sec,,182 km/h  113.09 mph,"12.6 kg/Hp, 79.2 Hp/tonne","8.9 kg/Nm, 112.5 Nm/tonne",Engine specs,95 Hp @ 6000 rpm.,68 Hp/l,135 Nm @ 4000 rpm.  99.57 lb.-ft. @ 4000 rpm.,8FR,1397 cm3 85.25 cu. in.,4,Inline,77 mm  3.03 in.,75 mm  2.95 in.,11,4,Multi-point indirect injection,Naturally aspirated engine,4.25 l  4.49 US qt | 3.74 UK qt,,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1200 kg  2645.55 lbs.,380 l  13.42 cu. ft.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4329 mm  170.43 in.,1789 mm  70.43 in.,1489-1502 mm  58.62 - 59.13 in.,2608 mm  102.68 in.,1522-1536 mm  59.92 - 60.47 in.,1515-1529 mm  59.65 - 60.2 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",Ventilated discs,Disc,ABS (Anti-lock braking system),,205/55 R16; 225/45 R17,11.3 sec,,"Front, Transverse",,0.30,10.7 m  35.1 ft.,Steering rack and pinion,16; 17,5,1720 kg  3791.95 lbs.,520 kg  1146.4 lbs.,635 kg  1399.94 lbs.,140 g/km,,1200 kg  2645.55 lbs.,,2050 mm  80.71 in.,,,,,,,,,,,Euro 5,1183 l  41.78 cu. ft.,,,,935 mm  36.81 in.,786 mm  30.94 in.,,,,,,,,,75 kg  165.35 lbs.,,,,,,,,1450 kg  3196.7 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
