Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,CO2 emissions,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Fuel System,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Tires size,Wheel rims size,End of production,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Maximum speed,Emission standard,Number of valves per cylinder,Valvetrain,Trunk (boot) space - minimum,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Number of Gears (automatic transmission),Steering type,Engine Model/Code,Cylinder Bore,Piston Stroke,Compression ratio,Engine oil capacity,Oil viscosity,Coolant,Max. weight,Max load,Trunk (boot) space - maximum,Minimum turning circle (turning diameter),Power steering,Number of Gears (manual transmission),Maximum engine speed,Ride height (ground clearance),Drag coefficient (Cd),Electric cars and hybrids specs,Battery voltage,Battery technology,Electric motor 1,Electric motor power,Electric motor Torque,System power,Internal combustion engine specs,Permitted trailer load with brakes (12%),Gross battery capacity,Electric motor 2,Engine systems,Permitted trailer load without brakes,Width including mirrors,System torque,Acceleration 0 - 60 mph,Width with mirrors folded,Front overhang,Rear overhang,Approach angle,Departure angle,Ramp angle,Permitted towbar download,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),Acceleration 0 - 200 km/h,All-electric range,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Max. roof load
Infiniti,Q50,Q50,3.7 V6 (328 Hp) AWD Automatic,2014 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,,,Petrol (Gasoline),"5.2 kg/Hp, 192.9 Hp/tonne","4.7 kg/Nm, 214.7 Nm/tonne",Engine specs,328 Hp @ 7000 rpm.,88.7 Hp/l,365 Nm @ 5200 rpm.  269.21 lb.-ft. @ 5200 rpm.,"Front, Longitudinal",3696 cm3 225.54 cu. in.,6,V-engine,Direct injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1700-1746 kg  3747.86 - 3849.27 lbs.,"Drivetrain, brakes and suspension specs","The Internal combustion engine (ICE) drives the rear wheels permanently, and the front wheels are driven through an electrically or mechanically operated clutch if necessary.",All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer","Ventilated discs, 320x28 mm","Ventilated discs, 307x15 mm",ABS (Anti-lock braking system),225/55 R17; 245/40 R19,7.5J x 17; 8.5J x 19,2015 year,,,,,,4,"DOHC, CVTCS",,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4783-4803 mm  188.31 - 189.09 in.,1824 mm  71.81 in.,1453 mm  57.2 in.,2850 mm  112.2 in.,1519 mm  59.8 in.,1519-1529 mm  59.8 - 60.2 in.,7 ASC,Steering rack and pinion,VQ37VHR,,,,,,,,,,,Electric Steering,,,,0.26-0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q50,Q50,3.7 V6 (328 Hp) Automatic,2014 year,Internal Combustion engine,Sedan,5,4,Performance specs,,,,,Petrol (Gasoline),"4.9 kg/Hp, 202.3 Hp/tonne","4.4 kg/Nm, 225.2 Nm/tonne",Engine specs,328 Hp @ 7000 rpm.,88.7 Hp/l,365 Nm @ 5200 rpm.  269.21 lb.-ft. @ 5200 rpm.,"Front, Longitudinal",3696 cm3 225.54 cu. in.,6,V-engine,Direct injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1621-1667 kg  3573.69 - 3675.11 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer","Ventilated discs, 320x28 mm","Ventilated discs, 307x15 mm",ABS (Anti-lock braking system),225/55 R17; 245/40 R19,7.5J x 17; 8.5J x 19,2015 year,,,,,,4,"DOHC, CVTCS",,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4783-4803 mm  188.31 - 189.09 in.,1824 mm  71.81 in.,1443 mm  56.81 in.,2850 mm  112.2 in.,1519 mm  59.8 in.,1519-1529 mm  59.8 - 60.2 in.,7 ASC,Steering rack and pinion,VQ37VHR,,,,,,,,,,,Electric Steering,,,,0.26-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q50,Q50,2.2D (170 Hp) Automatic,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,4.8 l/100 km  49 US mpg58.85 UK mpg20.83 km/l,124 g/km,Diesel,"9.7 kg/Hp, 103.6 Hp/tonne",,Engine specs,170 Hp,79.3 Hp/l,,"Front, Longitudinal",2143 cm3 130.77 cu. in.,4,Inline,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1641 kg  3617.79 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/55 R17,17,2017 year,8.5 sec,8.5 sec,8.1 sec,230 km/h  142.92 mph,,,,510 l  18.01 cu. ft.,,Dimensions,4783 mm  188.31 in.,1824 mm  71.81 in.,1443 mm  56.81 in.,2850 mm  112.2 in.,1519 mm  59.8 in.,1529 mm  60.2 in.,7,Steering rack and pinion,,,,,,,,,,,,Electric Steering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q50,Q50,2.2D (170 Hp),2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,3.7 l/100 km  63.57 US mpg76.35 UK mpg27.03 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,114 g/km,Diesel,"9.7 kg/Hp, 103.6 Hp/tonne",,Engine specs,170 Hp,79.3 Hp/l,,"Front, Longitudinal",2143 cm3 130.77 cu. in.,4,Inline,Diesel Commonrail,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1641 kg  3617.79 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/55 R17,17,2017 year,8.7 sec,8.7 sec,8.3 sec,230 km/h  142.92 mph,,,,510 l  18.01 cu. ft.,,Dimensions,4783 mm  188.31 in.,1824 mm  71.81 in.,1443 mm  56.81 in.,2850 mm  112.2 in.,1519 mm  59.8 in.,1529 mm  60.2 in.,,Steering rack and pinion,,,,,,,,,,,,Electric Steering,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q50,Q50,2.0 (211 Hp) Automatic,2014 year,Internal Combustion engine,Sedan,5,4,Performance specs,8.6-8.8 l/100 km  27.35 - 26.73 US mpg32.85 - 32.1 UK mpg11.63 - 11.36 km/l,5.0-5.2 l/100 km  47.04 - 45.23 US mpg56.5 - 54.32 UK mpg20 - 19.23 km/l,6.3-6.5 l/100 km  37.34 - 36.19 US mpg44.84 - 43.46 UK mpg15.87 - 15.38 km/l,146-151 g/km,Petrol (Gasoline),"7.2 kg/Hp, 139.7 Hp/tonne","4.3 kg/Nm, 231.8 Nm/tonne",Engine specs,211 Hp @ 5500 rpm.,106 Hp/l,350 Nm @ 1250-3500 rpm.  258.15 lb.-ft. @ 1250-3500 rpm.,"Front, Longitudinal",1991 cm3 121.5 cu. in.,4,Inline,Direct injection,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1510-1617 kg  3328.98 - 3564.87 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/55 RF17 97W; 225/50 RF18 95W; 245/40 RF19 94W,17; 18; 19,2017 year,7.2 sec,7.2 sec,6.8 sec,245 km/h  152.24 mph,Euro 6 b,,DOHC,500 l  17.66 cu. ft.,80 l  21.13 US gal | 17.6 UK gal,Dimensions,4790 mm  188.58 in.,1820 mm  71.65 in.,1445 mm  56.89 in.,2850 mm  112.2 in.,1545-1535 mm  60.83 - 60.43 in.,1565-1555 mm  61.61 - 61.22 in.,7,Steering rack and pinion,,,,,,,,,,,11.4 m  37.4 ft.,Electric Steering,,,,0.26-0.275,,,,,,,,,1500 kg  3306.93 lbs.,,,,750 kg  1653.47 lbs.,2085 mm  82.09 in.,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,S 3.0 V6 (405 Hp) AWD Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,13.1 l/100 km  17.96 US mpg21.56 UK mpg7.63 km/l,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,9.1 l/100 km  25.85 US mpg31.04 UK mpg10.99 km/l,208 g/km,Petrol (Gasoline),"4.4 kg/Hp, 225.1 Hp/tonne","3.8 kg/Nm, 264 Nm/tonne",Engine specs,405 Hp @ 6400 rpm.,135.1 Hp/l,475 Nm @ 1600-5200 rpm.  350.34 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1799-1815 kg  3966.12 - 4001.39 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/35 R20; 275/30 R20,9.0J x 20; 9.5J x 20,2018 year,5 sec,5 sec,4.8 sec,250 km/h  155.34 mph,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,,,,2265 kg  4993.47 lbs.,450-466 kg  992.08 - 1027.35 lbs.,,11.6 m  38.06 ft.,Electric Steering,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,S 3.0 V6 (405 Hp) Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,Petrol (Gasoline),"4.3 kg/Hp, 231.2 Hp/tonne","3.7 kg/Nm, 271.1 Nm/tonne",Engine specs,405 Hp @ 6400 rpm.,135.1 Hp/l,475 Nm @ 1600-5200 rpm.  350.34 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1752 kg  3862.5 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/35 R20; 275/30 R20,9J x 20; 9.5J x 20,2018 year,,,,,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1384 mm  54.49 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,,,,,,,11.2 m  36.75 ft.,Electric Steering,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,RED SPORT 3.0t V6 (400 Hp) AWD Automatic,2017 year,Internal Combustion engine,Coupe,4,2,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,Petrol (Gasoline),"4.6 kg/Hp, 217.9 Hp/tonne","3.9 kg/Nm, 258.7 Nm/tonne",Engine specs,400 Hp @ 6400 rpm.,133.5 Hp/l,475 Nm @ 1600-5200 rpm.  350.34 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1836 kg  4047.69 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Multi-link independent,"Ventilated discs, 356 mm","Ventilated discs, 351 mm",ABS (Anti-lock braking system),Front wheel tires: 9J x 20Rear wheel tires: 255/35 R20,,,,,,,,4,"DOHC, VVT",246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,1560 mm  61.42 in.,1585 mm  62.4 in.,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,7.0 l  7.4 US qt | 6.16 UK qt,,9.0 l  9.51 US qt | 7.92 UK qt,2305 kg  5081.66 lbs.,469 kg  1033.97 lbs.,,11.6 m  38.06 ft.,Electric Steering,,6800 rpm.,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,RED SPORT 3.0t V6 (400 Hp) Automatic,2017 year,Internal Combustion engine,Coupe,4,2,Performance specs,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,Petrol (Gasoline),"4.4 kg/Hp, 227.1 Hp/tonne","3.7 kg/Nm, 269.7 Nm/tonne",Engine specs,400 Hp @ 6400 rpm.,133.5 Hp/l,475 Nm @ 1600-5200 rpm.  350.34 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1761 kg  3882.34 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,"Ventilated discs, 356 mm","Ventilated discs, 351 mm",ABS (Anti-lock braking system),Front wheel tires: 255/35 R20Rear wheel tires: 275/30 R20,Front wheel rims: 9J x 20Rear wheel rims: 9.5J x 20,,,,,,,4,"DOHC, VVT",246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1384 mm  54.49 in.,2850 mm  112.2 in.,1554 mm  61.18 in.,1570 mm  61.81 in.,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,7.0 l  7.4 US qt | 6.16 UK qt,,9.0 l  9.51 US qt | 7.92 UK qt,2225 kg  4905.29 lbs.,464 kg  1022.94 lbs.,,11.2 m  36.75 ft.,Electric Steering,,6800 rpm.,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,3.0t V6 (300 Hp) AWD Automatic,2017 year,Internal Combustion engine,Coupe,4,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,Petrol (Gasoline),"5.9 kg/Hp, 168.9 Hp/tonne","4.4 kg/Nm, 225.2 Nm/tonne",Engine specs,300 Hp @ 6400 rpm.,100.1 Hp/l,400 Nm @ 1600-5200 rpm.  295.02 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1776-1792 kg  3915.41 - 3950.68 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,Multi-link independent,"Ventilated discs, 320 mm","Ventilated discs, 307 mm",ABS (Anti-lock braking system),255/40 R19,9J x 19,,,,,,,4,"DOHC, VVT",246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,1554 mm  61.18 in.,1585 mm  62.4 in.,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,7.0 l  7.4 US qt | 6.16 UK qt,,9.0 l  9.51 US qt | 7.92 UK qt,2305 kg  5081.66 lbs.,513-529 kg  1130.97 - 1166.25 lbs.,,11.6 m  38.06 ft.,Electric Steering,,6800 rpm.,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,3.0t V6 (300 Hp) Automatic,2017 year,Internal Combustion engine,Coupe,4,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,Petrol (Gasoline),"5.7 kg/Hp, 176.5 Hp/tonne","4.3 kg/Nm, 235.3 Nm/tonne",Engine specs,300 Hp @ 6400 rpm.,100.1 Hp/l,400 Nm @ 1600-5200 rpm.  295.02 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1700-1717 kg  3747.86 - 3785.34 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,Multi-link independent,"Ventilated discs, 320 mm","Ventilated discs, 307 mm",ABS (Anti-lock braking system),255/40 R19,9J x 19,,,,,,,4,"DOHC, VVT",246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1384 mm  54.49 in.,2850 mm  112.2 in.,1554 mm  61.18 in.,1585 mm  62.4 in.,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,7.0 l  7.4 US qt | 6.16 UK qt,,9.0 l  9.51 US qt | 7.92 UK qt,2225 kg  4905.29 lbs.,508-525 kg  1119.95 - 1157.43 lbs.,,11.2 m  36.75 ft.,Electric Steering,,6800 rpm.,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,3.0 V6 (304 Hp) AWD Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,Petrol (Gasoline),"5.9 kg/Hp, 170.1 Hp/tonne","4.5 kg/Nm, 223.8 Nm/tonne",Engine specs,304 Hp @ 6400 rpm.,101.4 Hp/l,400 Nm @ 1600-5200 rpm.  295.02 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1787 kg  3939.66 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/40 R19,9J x 19,2018 year,,,,,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,,,,,,,11.6 m  38.06 ft.,Electric Steering,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,3.0 V6 (304 Hp) Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,,,Petrol (Gasoline),"5.6 kg/Hp, 177.6 Hp/tonne","4.3 kg/Nm, 233.6 Nm/tonne",Engine specs,304 Hp @ 6400 rpm.,101.4 Hp/l,400 Nm @ 1600-5200 rpm.  295.02 lb.-ft. @ 1600-5200 rpm.,"Front, Longitudinal",2997 cm3 182.89 cu. in.,6,V-engine,Direct injection,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1712 kg  3774.31 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/40 R19,9J x 19,2018 year,,,,,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1384 mm  54.49 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,86 mm  3.39 in.,86 mm  3.39 in.,10.3,,,,,,,11.2 m  36.75 ft.,Electric Steering,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,2.0 (211 Hp) AWD Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,,,Petrol (Gasoline),"8.3 kg/Hp, 120.6 Hp/tonne","5 kg/Nm, 200 Nm/tonne",Engine specs,211 Hp @ 5500 rpm.,106 Hp/l,350 Nm @ 1500-3500 rpm.  258.15 lb.-ft. @ 1500-3500 rpm.,"Front, Longitudinal",1991 cm3 121.5 cu. in.,4,Inline,Direct injection,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1750 kg  3858.09 lbs.,"Drivetrain, brakes and suspension specs",,All wheel drive (4x4),Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/40 R19,9J x 19,2018 year,,,,,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,83 mm  3.27 in.,92 mm  3.62 in.,9.8,,,,,,,11.6 m  38.06 ft.,Electric Steering,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 II Coupe,2.0 (211 Hp) Automatic,2016 year,Internal Combustion engine,Coupe,4,2,Performance specs,9.2 l/100 km  25.57 US mpg30.7 UK mpg10.87 km/l,5.4 l/100 km  43.56 US mpg52.31 UK mpg18.52 km/l,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,156 g/km,Petrol (Gasoline),"7.8 kg/Hp, 128.1 Hp/tonne","4.7 kg/Nm, 212.5 Nm/tonne",Engine specs,211 Hp @ 5500 rpm.,106 Hp/l,350 Nm @ 1500-3500 rpm.  258.15 lb.-ft. @ 1500-3500 rpm.,"Front, Longitudinal",1991 cm3 121.5 cu. in.,4,Inline,Direct injection,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1647-1678 kg  3631.01 - 3699.36 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,Double wishbone,"Independent, spring multi-link with stabilizer",Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),255/40 R19,9J x 19,2018 year,7.3 sec,7.3 sec,6.9 sec,235 km/h  146.02 mph,,4,DOHC-CVVT,246 l  8.69 cu. ft.,76 l  20.08 US gal | 16.72 UK gal,Dimensions,4684 mm  184.41 in.,1849 mm  72.8 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,,,7,Steering rack and pinion,,83 mm  3.27 in.,92 mm  3.62 in.,9.8,,,,2140 kg  4717.89 lbs.,462-493 kg  1018.54 - 1086.88 lbs.,,11.2 m  36.75 ft.,Electric Steering,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infiniti,Q60,Q60 I Coupe,S Limited 3.7 V6 (335 Hp) Automatic,2015 year,Internal Combustion engine,Coupe,4,2,Performance specs,12.4 l/100 km  18.97 US mpg22.78 UK mpg8.06 km/l,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,,Petrol (Gasoline),"4.9 kg/Hp, 203.3 Hp/tonne","4.5 kg/Nm, 222.1 Nm/tonne",Engine specs,335 Hp @ 7000 rpm.,90.6 Hp/l,366 Nm @ 5200 rpm.  269.95 lb.-ft. @ 5200 rpm.,"Front, Longitudinal",3696 cm3 225.54 cu. in.,6,V-engine,Multi-point indirect injection,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1648 kg  3633.22 lbs.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the rear wheels of the vehicle.,Rear wheel drive,,,Ventilated discs,Ventilated discs,ABS (Anti-lock braking system),225/45 R19 92W; 245/40 R19 94W,19,2016 year,,,,,,4,DOHC,,75 l  19.81 US gal | 16.5 UK gal,Dimensions,4666 mm  183.7 in.,1824 mm  71.81 in.,1394 mm  54.88 in.,2850 mm  112.2 in.,1544 mm  60.79 in.,1560 mm  61.42 in.,7,Steering rack and pinion,,95.5 mm  3.76 in.,86 mm  3.39 in.,11,4.6 l  4.86 US qt | 4.05 UK qt,,8.5 l  8.98 US qt | 7.48 UK qt,2112 kg  4656.16 lbs.,464 kg  1022.94 lbs.,,11.0 m  36.09 ft.,Electric Steering,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
