Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Ride height (ground clearance),Approach angle,Departure angle,Ramp angle,"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Steering type,Power steering,Wheel rims size,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Engine location,Electric motor 2,System power,System torque,Internal combustion engine specs,Fuel System,Max. weight,Max load,Trunk (boot) space - minimum,Width including mirrors,Drag coefficient (Cd),Tires size,Electric motor power,Electric motor Torque,Minimum turning circle (turning diameter),End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Valvetrain,Drivetrain Architecture,Number of Gears (manual transmission),Trunk (boot) space - maximum,Emission standard,Engine systems,CO2 emissions,Engine Model/Code,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Max. roof load,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Permitted towbar download,Front overhang,Rear overhang,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Engine oil capacity,Oil viscosity,AdBlue tank,Battery voltage,Battery technology,All-electric range (WLTP),"All-electric range (NEDC, WLTP equivalent)",Average Energy consumption (WLTP),"Average Energy consumption (NEDC, WLTP equivalent)",Max speed (electric),Coolant,Acceleration 0 - 60 mph,Engine oil specification,Net (usable) battery capacity,Average Energy consumption,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Maximum speed (LPG),Fuel tank capacity (LPG),Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Acceleration 0 - 200 km/h,Maximum engine speed,Electric motor 3,Power (Ethanol - E85),Acceleration 0 - 300 km/h
Kia,Optima,Optima IV,GT 2.0 T-GDI (245 Hp) Automatic,2016 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),240 km/h  149.13 mph,"6.4 kg/Hp, 155.1 Hp/tonne","4.5 kg/Nm, 223.4 Nm/tonne",Engine specs,245 Hp @ 6000 rpm.,122.6 Hp/l,353 Nm @ 1350-4000 rpm.  260.36 lb.-ft. @ 1350-4000 rpm.,1998 cm3 121.93 cu. in.,4,Inline,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1580-1680 kg  3483.3 - 3703.77 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,1597 mm  62.87 in.,1608 mm  63.31 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x18,,,,,"Front, Transverse",,,,,Direct injection,2120 kg  4673.8 lbs.,440-540 kg  970.03 - 1190.5 lbs.,510 l  18.01 cu. ft.,2120 mm  83.46 in.,,215/60 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,2018 year,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,7.4 sec,7.4 sec,7 sec,86 mm  3.39 in.,86 mm  3.39 in.,10,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 6,,191 g/km,,,,,,100 kg  220.46 lbs.,1400 kg  3086.47 lbs.,700 kg  1543.24 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV,2.0 GDI (202 Hp) Plug-in Hybrid Automatic,2016 year,PHEV (Plug-in Hybrid Electric Vehicle),Sedan,5,4,Performance specs,petrol / electricity,,"8.8 kg/Hp, 113.5 Hp/tonne","4.7 kg/Nm, 210.7 Nm/tonne",,154 Hp @ 6000 rpm.,77 Hp/l,189 Nm @ 5000 rpm.  139.4 lb.-ft. @ 5000 rpm.,1999 cm3 121.99 cu. in.,4,Inline,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1780-1880 kg  3924.23 - 4144.69 lbs.,,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,,,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7.0J x 17,Electric cars and hybrids specs,9.8 kWh,,Electric motor 1,"Front, Transverse",,202 Hp @ 6000 rpm.,375 Nm @ 2330 rpm.  276.59 lb.-ft. @ 2330 rpm.,Internal combustion engine specs,Direct injection,,,307 l  10.84 cu. ft.,,0.25,215/55 R17,66 Hp @ 2330-3300 rpm.,205 Nm @ 0-2330 rpm.  151.2 lb.-ft. @ 0-2330 rpm.,10.9 m  35.76 ft.,2018 year,,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,1.33 l/100 km  176.85 US mpg212.39 UK mpg75.19 km/l,,,,81 mm  3.19 in.,97 mm  3.82 in.,13.5,4,CVVT,,,,Euro 6,,37 g/km,,,,,,100 kg  220.46 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV,2.0 CVVL (163 Hp) Automatic,2015 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),208 km/h  129.25 mph,"9 kg/Hp, 110.9 Hp/tonne","7.5 kg/Nm, 133.3 Nm/tonne",Engine specs,163 Hp @ 6500 rpm.,81.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,1607 mm  63.27 in.,1614 mm  63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Double wishbone,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,16; 17; 18,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2020 kg  4453.34 lbs.,550 kg  1212.54 lbs.,510 l  18.01 cu. ft.,,,215/60 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,2018 year,10.6 l/100 km  22.19 US mpg26.65 UK mpg9.43 km/l,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,7.5 l/100 km  31.36 US mpg37.66 UK mpg13.33 km/l,10.5 sec,10.5 sec,10 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.3,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 6 b,,175 g/km,,,,,,,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV,2.0 CVVL (163 Hp),2015 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),210 km/h  130.49 mph,"8.9 kg/Hp, 112 Hp/tonne","7.4 kg/Nm, 134.7 Nm/tonne",Engine specs,163 Hp @ 6500 rpm.,81.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1455 kg  3207.73 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,1607 mm  63.27 in.,1614 mm  63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Double wishbone,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,16; 17; 18,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2000 kg  4409.25 lbs.,545 kg  1201.52 lbs.,510 l  18.01 cu. ft.,,,215/60 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,2018 year,10 l/100 km  23.52 US mpg28.25 UK mpg10 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,9.4 sec,9.4 sec,8.9 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.3,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,,Euro 6 b,,173 g/km,,,,,,,1700 kg  3747.86 lbs.,750 kg  1653.47 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV,1.7 CRDi (141 Hp) DCT,2015 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,203 km/h  126.14 mph,"10.9 kg/Hp, 92.2 Hp/tonne","4.5 kg/Nm, 222.2 Nm/tonne",Engine specs,141 Hp @ 4000 rpm.,83.7 Hp/l,340 Nm @ 1750-2500 rpm.  250.77 lb.-ft. @ 1750-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1530 kg  3373.07 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,1607 mm  63.27 in.,1614 mm  63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,7 DCT,"Independent, Spring McPherson, with stabilizer",Double wishbone,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,16; 17; 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2080 kg  4585.62 lbs.,550 kg  1212.54 lbs.,510 l  18.01 cu. ft.,,,215/60 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,2018 year,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,11 sec,11 sec,10.5 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,15.7,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 6 b,Particulate filter,116 g/km,,,,,,,1500 kg  3306.93 lbs.,750 kg  1653.47 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV,1.7 CRDi (141 Hp),2015 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,203 km/h  126.14 mph,"10.7 kg/Hp, 93.1 Hp/tonne","4.5 kg/Nm, 224.4 Nm/tonne",Engine specs,141 Hp @ 4000 rpm.,83.7 Hp/l,340 Nm @ 1750-2500 rpm.  250.77 lb.-ft. @ 1750-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1515 kg  3340 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465 mm  57.68 in.,2805 mm  110.43 in.,1607 mm  63.27 in.,1614 mm  63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Double wishbone,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,16; 17; 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2070 kg  4563.57 lbs.,555 kg  1223.57 lbs.,510 l  18.01 cu. ft.,,,215/60 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,2018 year,5.6-5.1 l/100 km  42 - 46.12 US mpg50.44 - 55.39 UK mpg17.86 - 19.61 km/l,4.1-3.7 l/100 km  57.37 - 63.57 US mpg68.9 - 76.35 UK mpg24.39 - 27.03 km/l,4.6-4.2 l/100 km  51.13 - 56 US mpg61.41 - 67.26 UK mpg21.74 - 23.81 km/l,10 sec,10 sec,9.5 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,15.7,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,,Euro 6 b,Particulate filter,121-110 g/km,,,,,,,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.4 GDI (194 Hp) Automatic,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"7.6 kg/Hp, 130.7 Hp/tonne","6.1 kg/Nm, 165.1 Nm/tonne",Engine specs,194 Hp @ 6300 rpm.,82.2 Hp/l,245 Nm @ 4250 rpm.  180.7 lb.-ft. @ 4250 rpm.,2359 cm3 143.96 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1484 kg  3271.66 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1595 mm  62.8 in.,1595 mm  62.8 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 17,,,,,"Front, Transverse",,,,,Direct injection,,,436 l  15.4 cu. ft.,,0.285,215/55 R17,,,11.2 m  36.75 ft.,2015 year,,,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,,88 mm  3.46 in.,97 mm  3.82 in.,11.3,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,4.6 l  4.86 US qt | 4.05 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.0i 16V Hybrid (177 Hp) Automatic,2013 year,FHEV (Full Hybrid Electric Vehicle),Sedan,5,4,Performance specs,Petrol (Gasoline),190 km/h  118.06 mph,"9 kg/Hp, 111.5 Hp/tonne","5 kg/Nm, 201 Nm/tonne",,150 Hp @ 6000 rpm.,75 Hp/l,180 Nm @ 5000 rpm.  132.76 lb.-ft. @ 5000 rpm.,1999 cm3 121.99 cu. in.,4,Inline,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1587-1648 kg  3498.74 - 3633.22 lbs.,65 l  17.17 US gal | 14.3 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1595 mm  62.8 in.,1595 mm  62.8 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 17,Electric cars and hybrids specs,,1.5 km  0.93 mi,Electric motor 1,"Front, Transverse",,177 Hp @ 5500 rpm.,319 Nm @ 1000-2000 rpm.  235.28 lb.-ft. @ 1000-2000 rpm.,Internal combustion engine specs,Multi-point indirect injection,2050 kg  4519.48 lbs.,402-463 kg  886.26 - 1020.74 lbs.,381 l  13.45 cu. ft.,,,215/55 R17,48 Hp @ 1630-3000 rpm.,205 Nm @ 0-1630 rpm.  151.2 lb.-ft. @ 0-1630 rpm.,10.9 m  35.76 ft.,2015 year,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,5 l/100 km  47.04 US mpg56.5 UK mpg20 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,9.4 sec,9.4 sec,8.9 sec,81 mm  3.19 in.,97 mm  3.82 in.,12.5,4,DOHC,,,,Euro 5,,119 g/km,,,,,,,,,,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.0 T-GDI (278 Hp) Automatic,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"5.7 kg/Hp, 176.7 Hp/tonne","4.3 kg/Nm, 232 Nm/tonne",Engine specs,278 Hp @ 6000 rpm.,139.1 Hp/l,365 Nm @ 1750-4500 rpm.  269.21 lb.-ft. @ 1750-4500 rpm.,1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1573 kg  3467.87 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1595 mm  62.8 in.,1595 mm  62.8 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,7.5J x 18,,,,,"Front, Transverse",,,,,Direct injection,,,436 l  15.4 cu. ft.,,0.285,225/45 R18,,,11.2 m  36.75 ft.,2015 year,,,,,,,86 mm  3.39 in.,86 mm  3.39 in.,9.5,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,4.6 l  4.86 US qt | 4.05 UK qt,,,,,,,,,,6.8 l  7.19 US qt | 5.98 UK qt,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.0 CVVT 16V EcoDynamics (165 Hp),2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),202 km/h  125.52 mph,"9.1 kg/Hp, 110 Hp/tonne","7.7 kg/Nm, 130.7 Nm/tonne",Engine specs,165 Hp @ 6500 rpm.,82.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1500 kg  3306.93 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1595 mm  62.8 in.,1595 mm  62.8 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2050 kg  4519.48 lbs.,550 kg  1212.54 lbs.,505 l  17.83 cu. ft.,,,215/55 R17,,,11.2 m  36.75 ft.,2015 year,5.7 l/100 km  41.27 US mpg49.56 UK mpg17.54 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,10.3 sec,10.3 sec,9.8 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.5,4,"DOHC, CVVT",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 5,,128 g/km,,,,,,,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,60 kg  132.28 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.0 CVVT 16V (165 Hp) Automatic,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),208 km/h  129.25 mph,"8.8 kg/Hp, 113.8 Hp/tonne","7.4 kg/Nm, 135.2 Nm/tonne",Engine specs,165 Hp @ 6500 rpm.,82.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1450 kg  3196.7 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1601 mm  63.03 in.,1601 mm  63.03 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 17,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2000 kg  4409.25 lbs.,550 kg  1212.54 lbs.,505 l  17.83 cu. ft.,,,215/55 R17,,,11.2 m  36.75 ft.,2015 year,10.3 l/100 km  22.84 US mpg27.43 UK mpg9.71 km/l,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,10.6 sec,10.6 sec,10.1 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.5,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 5,,177 g/km,,,,,,,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,60 kg  132.28 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),2.0 CVVT 16V (165 Hp),2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),210 km/h  130.49 mph,"8.5 kg/Hp, 117.6 Hp/tonne","7.2 kg/Nm, 139.7 Nm/tonne",Engine specs,165 Hp @ 6500 rpm.,82.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1403 kg  3093.09 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1601 mm  63.03 in.,1601 mm  63.03 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,,6.5J x 16,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2000 kg  4409.25 lbs.,597 kg  1316.16 lbs.,505 l  17.83 cu. ft.,,,205/65 R16,,,11.2 m  36.75 ft.,2015 year,9.3 l/100 km  25.29 US mpg30.37 UK mpg10.75 km/l,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,9.5 sec,9.5 sec,9 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.5,4,"DOHC, CVVT",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,,Euro 5,,162 g/km,,,,,,,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,60 kg  132.28 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima III (facelift 2013),1.7 CRDi 16V (136 Hp) Automatic,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,197 km/h  122.41 mph,"11.2 kg/Hp, 89.5 Hp/tonne","4.7 kg/Nm, 213.8 Nm/tonne",Engine specs,136 Hp @ 4000 rpm.,80.7 Hp/l,325 Nm @ 2000-2500 rpm.  239.71 lb.-ft. @ 2000-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1520 kg  3351.03 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4845 mm  190.75 in.,1830 mm  72.05 in.,1455 mm  57.28 in.,2795 mm  110.04 in.,1601 mm  63.03 in.,1601 mm  63.03 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16,,,,,"Front, Transverse",,,,,Diesel Commonrail,2050 kg  4519.48 lbs.,530 kg  1168.45 lbs.,505 l  17.83 cu. ft.,,0.29,205/60 R16,,,11.2 m  36.75 ft.,2015 year,7.9 l/100 km  29.77 US mpg35.76 UK mpg12.66 km/l,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,6 l/100 km  39.2 US mpg47.08 UK mpg16.67 km/l,11.6 sec,11.6 sec,11 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,17,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 5,Particulate filter,158 g/km,,,,,,,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,60 kg  132.28 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
