Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,Front track,Rear (Back) track,Ride height (ground clearance),Approach angle,Departure angle,Ramp angle,"Drivetrain, brakes and suspension specs",Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Assisting systems,Steering type,Power steering,Wheel rims size,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Engine location,Electric motor 2,System power,System torque,Internal combustion engine specs,Fuel System,Max. weight,Max load,Trunk (boot) space - minimum,Width including mirrors,Drag coefficient (Cd),Tires size,Electric motor power,Electric motor Torque,Minimum turning circle (turning diameter),End of production,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Fuel consumption (economy) - combined,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Cylinder Bore,Piston Stroke,Compression ratio,Number of valves per cylinder,Valvetrain,Drivetrain Architecture,Number of Gears (manual transmission),Trunk (boot) space - maximum,Emission standard,Engine systems,CO2 emissions,Engine Model/Code,Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Max. roof load,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Permitted towbar download,Front overhang,Rear overhang,Combined fuel consumption (WLTP),CO2 emissions (WLTP),"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Engine oil capacity,Oil viscosity,AdBlue tank,Battery voltage,Battery technology,All-electric range (WLTP),"All-electric range (NEDC, WLTP equivalent)",Average Energy consumption (WLTP),"Average Energy consumption (NEDC, WLTP equivalent)",Max speed (electric),Coolant,Acceleration 0 - 60 mph,Engine oil specification,Net (usable) battery capacity,Average Energy consumption,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Maximum speed (LPG),Fuel tank capacity (LPG),Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Acceleration 0 - 200 km/h,Maximum engine speed,Electric motor 3,Power (Ethanol - E85),Acceleration 0 - 300 km/h
Kia,Optima,Optima IV (facelift 2018),2.4 GDI (185 Hp) Automatic,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"7.9 kg/Hp, 126.3 Hp/tonne","6.1 kg/Nm, 164.5 Nm/tonne",Engine specs,185 Hp @ 6000 rpm.,78.4 Hp/l,241 Nm @ 4000 rpm.  177.75 lb.-ft. @ 4000 rpm.,2359 cm3 143.96 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1465-1496 kg  3229.77 - 3298.12 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4854 mm  191.1 in.,1859 mm  73.19 in.,1466 mm  57.72 in.,2804 mm  110.39 in.,1603-1613 mm  63.11 - 63.5 in.,1610-1621 mm  63.39 - 63.82 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.0J x 17; 7.5J 18,,,,,"Front, Transverse",,,,,Direct injection,,,450 l  15.89 cu. ft.,,0.27,205/65 R16; 215/55 R17; 235/45 R18,,,10.9 m  35.76 ft.,,9.4-9.8 l/100 km  25.02 - 24 US mpg30.05 - 28.82 UK mpg10.64 - 10.2 km/l,6.7-7.1 l/100 km  35.11 - 33.13 US mpg42.16 - 39.79 UK mpg14.93 - 14.08 km/l,8.1-8.7 l/100 km  29.04 - 27.04 US mpg34.87 - 32.47 UK mpg12.35 - 11.49 km/l,,,,88 mm  3.46 in.,97 mm  3.82 in.,11.3,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),2.0 GDI Turbo (245 Hp) Automatic,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"6.6 kg/Hp, 151.8 Hp/tonne","4.6 kg/Nm, 218.7 Nm/tonne",Engine specs,245 Hp @ 6000 rpm.,122.6 Hp/l,353 Nm @ 1350-4000 rpm.  260.36 lb.-ft. @ 1350-4000 rpm.,1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1614 kg  3558.26 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4854 mm  191.1 in.,1859 mm  73.19 in.,1466 mm  57.72 in.,2804 mm  110.39 in.,1598 mm  62.91 in.,1605 mm  63.19 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7.5J x 18,,,,,"Front, Transverse",,,,,Direct injection,,,450 l  15.89 cu. ft.,,0.27,235/45 R18,,,10.9 m  35.76 ft.,,11.2 l/100 km  21 US mpg25.22 UK mpg8.93 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,,,86 mm  3.39 in.,86 mm  3.39 in.,10,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),2.0 GDI (202 Hp) Plug-in Hybrid Automatic,2020 year,PHEV (Plug-in Hybrid Electric Vehicle),Sedan,5,4,Performance specs,petrol / electricity,,"8.5 kg/Hp, 117.2 Hp/tonne","4.6 kg/Nm, 217.1 Nm/tonne",,154 Hp @ 6000 rpm.,77 Hp/l,190 Nm @ 5000 rpm.  140.14 lb.-ft. @ 5000 rpm.,1999 cm3 121.99 cu. in.,4,Inline,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1723-1759 kg  3798.56 - 3877.93 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1460 mm  57.48 in.,2805 mm  110.43 in.,,,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,Independent type McPherson,Multi-link independent,"Disc, 305 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,17,Electric cars and hybrids specs,9.8 kWh,,Electric motor 1,"Front, Transverse",,202 Hp @ 6000 rpm.,374 Nm @ 2330 rpm.  275.85 lb.-ft. @ 2330 rpm.,Internal combustion engine specs,Direct injection,,,280 l  9.89 cu. ft.,,,215/55 R17,67 Hp @ 2330-3300 rpm.,205 Nm @ 0-2330 rpm.  151.2 lb.-ft. @ 0-2330 rpm.,,,,,2.3 l/100 km  102.27 US mpg122.82 UK mpg43.48 km/l,,,,,,13.5,4,Dual CVVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),2.0 GDI (192 Hp) Hybrid Automatic,2020 year,FHEV (Full Hybrid Electric Vehicle),Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.3 kg/Hp, 121.1 Hp/tonne","4.3 kg/Nm, 231.4 Nm/tonne",,154 Hp @ 6000 rpm.,77 Hp/l,190 Nm @ 5000 rpm.  140.14 lb.-ft. @ 5000 rpm.,1999 cm3 121.99 cu. in.,4,Inline,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1586-1638 kg  3496.53 - 3611.17 lbs.,60 l  15.85 US gal | 13.2 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1460 mm  57.48 in.,,,,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,Independent type McPherson,Multi-link independent,"Disc, 305 mm","Disc, 284 mm",ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,16; 17,Electric cars and hybrids specs,1.76 kWh,,Electric motor 1,"Front, Transverse",,192 Hp @ 6000 rpm.,367 Nm @ 1770 rpm.  270.69 lb.-ft. @ 1770 rpm.,Internal combustion engine specs,Direct injection,,,380 l  13.42 cu. ft.,,,205/65 R16; 215/55 R17,51 Hp @ 1770-2000 rpm.,205 Nm @ 0-1770 rpm.  151.2 lb.-ft. @ 0-1770 rpm.,,,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,,,,,,,13.5,4,Dual CVVT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),1.6 GDI Turbo (178 Hp) DCT,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.4 kg/Hp, 119.5 Hp/tonne","5.6 kg/Nm, 177.2 Nm/tonne",Engine specs,178 Hp @ 5500 rpm.,111.9 Hp/l,264 Nm @ 1500-4500 rpm.  194.72 lb.-ft. @ 1500-4500 rpm.,1591 cm3 97.09 cu. in.,4,Inline,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1490 kg  3284.89 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4854 mm  191.1 in.,1859 mm  73.19 in.,1466 mm  57.72 in.,2804 mm  110.39 in.,1603 mm  63.11 in.,1610 mm  63.39 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,7 DCT,"Independent, Spring McPherson, with stabilizer","Independent, spring multi-link with stabilizer",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7.0J x 17,,,,,"Front, Transverse",,,,,Direct injection,,,450 l  15.89 cu. ft.,,0.27,215/55 R17,,,10.9 m  35.76 ft.,,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,6.4 l/100 km  36.75 US mpg44.14 UK mpg15.63 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,10,4,DOHC,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),1.6 CRDi (134 Hp) DCT,2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,195 km/h  121.17 mph,"12 kg/Hp, 83.5 Hp/tonne","5 kg/Nm, 199.4 Nm/tonne",Engine specs,134 Hp @ 4000 rpm.,83.9 Hp/l,320 Nm @ 2000-2500 rpm.  236.02 lb.-ft. @ 2000-2500 rpm.,1598 cm3 97.52 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1605 kg  3538.42 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,,1465 mm  57.68 in.,2805 mm  110.43 in.,1597 mm  62.87 in.,1604 mm  63.15 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,7 DCT,Independent type McPherson,Multi-link independent,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2080 kg  4585.62 lbs.,475 kg  1047.2 lbs.,,,,235/45 R18,,,,,4.9 l/100 km  48 US mpg57.65 UK mpg20.41 km/l,4.2 l/100 km  56 US mpg67.26 UK mpg23.81 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,,,,,,,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,,Euro 6d-TEMP,Particulate filter,117 g/km,,,,,,,1500 kg  3306.93 lbs.,,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,14 l  3.7 US gal | 3.08 UK gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV (facelift 2018),1.6 CRDi (134 Hp),2018 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,196 km/h  121.79 mph,"11.9 kg/Hp, 84.3 Hp/tonne","5 kg/Nm, 201.3 Nm/tonne",Engine specs,134 Hp @ 4000 rpm.,83.9 Hp/l,320 Nm @ 2000-2500 rpm.  236.02 lb.-ft. @ 2000-2500 rpm.,1598 cm3 97.52 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1590 kg  3505.35 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,,1465 mm  57.68 in.,2805 mm  110.43 in.,1597-1602 mm  62.87 - 63.07 in.,1604-1621 mm  63.15 - 63.82 in.,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,Independent type McPherson,Multi-link independent,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,17; 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2070 kg  4563.57 lbs.,480 kg  1058.22 lbs.,,,,215/55 R17; 235/45 R18,,,,,5 l/100 km  47.04 US mpg56.5 UK mpg20 km/l,4.1 l/100 km  57.37 US mpg68.9 UK mpg24.39 km/l,4.5 l/100 km  52.27 US mpg62.77 UK mpg22.22 km/l,,,,,,,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,,Euro 6d-TEMP,Particulate filter,117-118 g/km,,,,,,,1800 kg  3968.32 lbs.,,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,14 l  3.7 US gal | 3.08 UK gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,GT 2.0 T-GDI (245 Hp) Automatic,2016 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,Petrol (Gasoline),232 km/h  144.16 mph,"6.6 kg/Hp, 152.6 Hp/tonne","4.5 kg/Nm, 219.9 Nm/tonne",Engine specs,245 Hp @ 6000 rpm.,122.6 Hp/l,353 Nm @ 1350-4000 rpm.  260.36 lb.-ft. @ 1350-4000 rpm.,1998 cm3 121.93 cu. in.,4,Inline,"Twin-Turbo, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1605-1720 kg  3538.42 - 3791.95 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1470 mm  57.87 in.,2805 mm  110.43 in.,1597 mm  62.87 in.,1608 mm  63.31 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Direct injection,2190 kg  4828.12 lbs.,470-585 kg  1036.17 - 1289.7 lbs.,552 l  19.49 cu. ft.,2120 mm  83.46 in.,,215/60 R16 95V; 215/55 R17 94W; 235/45 ZR18 98Y,,,10.9 m  35.76 ft.,2018 year,11.8 l/100 km  19.93 US mpg23.94 UK mpg8.47 km/l,6.1 l/100 km  38.56 US mpg46.31 UK mpg16.39 km/l,8.2 l/100 km  28.68 US mpg34.45 UK mpg12.2 km/l,7.6 sec,7.6 sec,7.2 sec,86 mm  3.39 in.,86 mm  3.39 in.,10,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1686 l  59.54 cu. ft.,Euro 6,,191 g/km,,,,,,100 kg  220.46 lbs.,1400 kg  3086.47 lbs.,700 kg  1543.24 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,2.0 GDi (205 Hp) PHEV Automatic,2017 year,PHEV (Plug-in Hybrid Electric Vehicle),Station wagon (estate),5,5,Performance specs,petrol / electricity,192 km/h  119.3 mph,"8.9 kg/Hp, 112.9 Hp/tonne","4.8 kg/Nm, 206.6 Nm/tonne",,156 Hp @ 6000 rpm.,78 Hp/l,189 Nm @ 5000 rpm.  139.4 lb.-ft. @ 5000 rpm.,1999 cm3 121.99 cu. in.,4,Inline,,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1815-1880 kg  4001.39 - 4144.69 lbs.,55 l  14.53 US gal | 12.1 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1465-1470 mm  57.68 - 57.87 in.,2805 mm  110.43 in.,,,,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer","Double wishbone, Multi-link independent",Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7.0J x 17,Electric cars and hybrids specs,11.26 kWh,62 km  38.53 mi,Electric motor 1,"Front, Transverse",,205 Hp @ 6000 rpm.,375 Nm @ 2300 rpm.  276.59 lb.-ft. @ 2300 rpm.,Internal combustion engine specs,Direct injection,,,440 l  15.54 cu. ft.,,0.28,215/55 R17,68 Hp @ 2330-3300 rpm.,205 Nm @ 0-2330 rpm.  151.2 lb.-ft. @ 0-2330 rpm.,10.9 m  35.76 ft.,2018 year,,,1.4 l/100 km  168.01 US mpg201.77 UK mpg71.43 km/l,9.7 sec,9.7 sec,9.2 sec,81 mm  3.19 in.,97 mm  3.82 in.,13.5,4,"DOHC, D-CVVT",,,1574 l  55.59 cu. ft.,Euro 6,,33 g/km,,,,,,100 kg  220.46 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,2.0 CVVL (163 Hp) Automatic,2016 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,Petrol (Gasoline),205 km/h  127.38 mph,"9.2 kg/Hp, 109 Hp/tonne","7.6 kg/Nm, 131.1 Nm/tonne",Engine specs,163 Hp @ 6500 rpm.,81.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1495-1625 kg  3295.91 - 3582.51 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1470 mm  57.87 in.,2805 mm  110.43 in.,1597-1607 mm  62.87 - 63.27 in.,1604-1614 mm  63.15 - 63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2090 kg  4607.66 lbs.,465-595 kg  1025.15 - 1311.75 lbs.,552 l  19.49 cu. ft.,2120 mm  83.46 in.,,215/60 R16 95V; 215/55 R17 94W; 235/45 ZR18 98Y,,,10.9 m  35.76 ft.,2018 year,10.4 l/100 km  22.62 US mpg27.16 UK mpg9.62 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,10.7 sec,10.7 sec,10.2 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.3,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1686 l  59.54 cu. ft.,Euro 6,,173 g/km,,,,,,100 kg  220.46 lbs.,1300 kg  2866.01 lbs.,650 kg  1433 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,2.0 CVVL (163 Hp),2016 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,Petrol (Gasoline),206 km/h  128 mph,"9 kg/Hp, 110.5 Hp/tonne","7.5 kg/Nm, 132.9 Nm/tonne",Engine specs,163 Hp @ 6500 rpm.,81.5 Hp/l,196 Nm @ 4800 rpm.  144.56 lb.-ft. @ 4800 rpm.,1999 cm3 121.99 cu. in.,4,Inline,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1475-1600 kg  3251.82 - 3527.4 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1470 mm  57.87 in.,2805 mm  110.43 in.,1597-1607 mm  62.87 - 63.27 in.,1604-1614 mm  63.15 - 63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Multi-point indirect injection,2070 kg  4563.57 lbs.,470-595 kg  1036.17 - 1311.75 lbs.,552 l  19.49 cu. ft.,2120 mm  83.46 in.,,215/60 R16 95V; 215/55 R17 94W; 235/45 ZR18 98Y,,,10.9 m  35.76 ft.,2018 year,10.5 l/100 km  22.4 US mpg26.9 UK mpg9.52 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,9.6 sec,9.6 sec,9.1 sec,81 mm  3.19 in.,97 mm  3.82 in.,10.3,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1686 l  59.54 cu. ft.,Euro 6,,174 g/km,,,,,,100 kg  220.46 lbs.,1700 kg  3747.86 lbs.,750 kg  1653.47 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,1.7 CRDI (141 Hp) ISG,2016 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,Diesel,200 km/h  124.27 mph,"11 kg/Hp, 91.3 Hp/tonne","4.5 kg/Nm, 220.1 Nm/tonne",Engine specs,141 Hp @ 4000 rpm.,83.7 Hp/l,340 Nm @ 1750-2500 rpm.  250.77 lb.-ft. @ 1750-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1545-1675 kg  3406.14 - 3692.74 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1470 mm  57.87 in.,2805 mm  110.43 in.,1597-1607 mm  62.87 - 63.27 in.,1604-1614 mm  63.15 - 63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2140 kg  4717.89 lbs.,465-595 kg  1025.15 - 1311.75 lbs.,552 l  19.49 cu. ft.,2120 mm  83.46 in.,,215/60 R16 95V; 215/55 R17 94W; 235/45 ZR18 98Y,,,10.9 m  35.76 ft.,2018 year,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,3.8 l/100 km  61.9 US mpg74.34 UK mpg26.32 km/l,4.4 l/100 km  53.46 US mpg64.2 UK mpg22.73 km/l,10.2 sec,10.2 sec,9.7 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,15.7,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,6,1686 l  59.54 cu. ft.,Euro 6,Particulate filter,113 g/km,,,,,,100 kg  220.46 lbs.,1800 kg  3968.32 lbs.,750 kg  1653.47 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kia,Optima,Optima IV Sportswagon,1.7 CRDI (141 Hp) DCT ISG,2016 year,Internal Combustion engine,Station wagon (estate),5,5,Performance specs,Diesel,200 km/h  124.27 mph,"11.1 kg/Hp, 90.4 Hp/tonne","4.6 kg/Nm, 217.9 Nm/tonne",Engine specs,141 Hp @ 4000 rpm.,83.7 Hp/l,340 Nm @ 1750-2500 rpm.  250.77 lb.-ft. @ 1750-2500 rpm.,1685 cm3 102.83 cu. in.,4,Inline,"Turbocharger, Intercooler",(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1560-1695 kg  3439.21 - 3736.84 lbs.,70 l  18.49 US gal | 15.4 UK gal,Dimensions,4855 mm  191.14 in.,1860 mm  73.23 in.,1470 mm  57.87 in.,2805 mm  110.43 in.,1597-1607 mm  62.87 - 63.27 in.,1604-1614 mm  63.15 - 63.54 in.,135 mm  5.31 in.,,,,"Drivetrain, brakes and suspension specs",Front wheel drive,7 DCT,"Independent, Spring McPherson, with stabilizer",Multi-link independent,Ventilated discs,Disc,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6.5J x 16; 7.5J x 17; 7.5J x 18,,,,,"Front, Transverse",,,,,Diesel Commonrail,2150 kg  4739.94 lbs.,455-590 kg  1003.1 - 1300.73 lbs.,552 l  19.49 cu. ft.,2120 mm  83.46 in.,,215/60 R16 95V; 215/55 R17 94W; 235/45 ZR18 98Y,,,10.9 m  35.76 ft.,2018 year,5.2 l/100 km  45.23 US mpg54.32 UK mpg19.23 km/l,4.2 l/100 km  56 US mpg67.26 UK mpg23.81 km/l,4.6 l/100 km  51.13 US mpg61.41 UK mpg21.74 km/l,11.1 sec,11.1 sec,10.5 sec,77.2 mm  3.04 in.,90 mm  3.54 in.,15.7,4,,The Internal combustion engine (ICE) drives the front wheels of the vehicle.,,1686 l  59.54 cu. ft.,Euro 6,Particulate filter,120 g/km,,,,,,100 kg  220.46 lbs.,1500 kg  3306.93 lbs.,750 kg  1653.47 lbs.,80 kg  176.37 lbs.,965 mm  37.99 in.,1085 mm  42.72 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
