Brand,Model,Generation,Modification (Engine),Start of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine displacement,Number of cylinders,Position of cylinders,Engine aspiration,Valvetrain,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Dimensions,Length,Width,Width including mirrors,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Number of Gears (automatic transmission),Front suspension,Rear suspension,Front brakes,Rear brakes,Power steering,Tires size,Wheel rims size,Number of valves per cylinder,End of production,Cylinder Bore,Piston Stroke,Fuel System,Fuel tank capacity,Assisting systems,Steering type,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Acceleration 0 - 200 km/h,Number of Gears (manual transmission),Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Maximum speed,Compression ratio,Front track,Rear (Back) track,Maximum engine speed,Drag coefficient (Cd),Trunk (boot) space - minimum,Engine Model/Code,Max. weight,Max load,Ride height (ground clearance),Minimum turning circle (turning diameter),Fuel consumption (economy) - combined,Trunk (boot) space - maximum,Engine systems,Engine oil capacity,Emission standard,Coolant,CO2 emissions,Front overhang,Rear overhang,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Electric motor 1,Electric motor power,Electric motor Torque,System power,Width with mirrors folded,Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Oil viscosity,Net (usable) battery capacity,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),System torque,Permitted towbar download,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Approach angle,Departure angle,Wading depth,Max speed (electric),Electric motor 2,Internal combustion engine specs,AdBlue tank,Max. roof load,Permitted trailer load with brakes (8%),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Engine oil specification,All-electric range (NEDC),Ramp angle,Climb angle,Acceleration 0 - 300 km/h,Acceleration 0 - 60 mph,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Battery voltage,Average Energy consumption (NEDC),100 km/h - 0,200 km/h - 0,Average Energy consumption
Peugeot,605,605 (6B),3.0 (167 Hp),1989 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"9.2 kg/Hp, 109.2 Hp/tonne","6.5 kg/Nm, 153.6 Nm/tonne",Engine specs,167 Hp @ 5600 rpm.,56.4 Hp/l,235 Nm @ 4600 rpm.  173.33 lb.-ft. @ 4600 rpm.,"Front, Transverse",2963 cm3 180.81 cu. in.,6,V-engine,Naturally aspirated engine,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1530 kg  3373.07 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1415 mm  55.71 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/65 R15,,2,2000 year,93 mm  3.66 in.,72.7 mm  2.86 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,9.7 sec,9.7 sec,9.2 sec,,5,15 l/100 km  15.68 US mpg18.83 UK mpg6.67 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,222 km/h  137.94 mph,9.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,2030 kg  4475.38 lbs.,500 kg  1102.31 lbs.,,,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.5 Turbo Diesel (129 Hp),1994 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,"12.2 kg/Hp, 82.2 Hp/tonne","5.5 kg/Nm, 181.5 Nm/tonne",Engine specs,129 Hp @ 4300 rpm.,52.7 Hp/l,285 Nm @ 2000 rpm.  210.21 lb.-ft. @ 2000 rpm.,"Front, Transverse",2446 cm3 149.26 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1570 kg  3461.26 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1415 mm  55.71 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/65 R15,,3,2000 year,92 mm  3.62 in.,92 mm  3.62 in.,Diesel - Standard diesel injection (SDI),80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,12.1 sec,12.1 sec,11.5 sec,,5,10.9 l/100 km  21.58 US mpg25.92 UK mpg9.17 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,201 km/h  124.9 mph,22,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,2030 kg  4475.38 lbs.,460 kg  1014.13 lbs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.1 TD 12V (110 Hp) Automatic,1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,"13.4 kg/Hp, 74.8 Hp/tonne","5.9 kg/Nm, 170.1 Nm/tonne",Engine specs,110 Hp @ 4300 rpm.,52.7 Hp/l,250 Nm @ 2000 rpm.  184.39 lb.-ft. @ 2000 rpm.,"Front, Transverse",2088 cm3 127.42 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1418 mm  55.83 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,6.5 x 16,3,2000 year,85 mm  3.35 in.,92 mm  3.62 in.,Diesel - Standard diesel injection (SDI),80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11 sec,11 sec,10.5 sec,,,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,205 km/h  127.38 mph,21.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1970 kg  4343.11 lbs.,500 kg  1102.31 lbs.,,,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.1 TD 12V (110 Hp),1993 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,"13.4 kg/Hp, 74.8 Hp/tonne","5.9 kg/Nm, 170.1 Nm/tonne",Engine specs,110 Hp @ 4300 rpm.,52.7 Hp/l,250 Nm @ 2000 rpm.  184.39 lb.-ft. @ 2000 rpm.,"Front, Transverse",2088 cm3 127.42 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1418 mm  55.83 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,15,3,2000 year,85 mm  3.35 in.,92 mm  3.62 in.,Diesel - Standard diesel injection (SDI),80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,11 sec,11 sec,10.5 sec,,5,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,5.6 l/100 km  42 US mpg50.44 UK mpg17.86 km/l,205 km/h  127.38 mph,21.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1970 kg  4343.11 lbs.,500 kg  1102.31 lbs.,,,7 l/100 km  33.6 US mpg40.35 UK mpg14.29 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.1 D (82 Hp),1989 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,"17.4 kg/Hp, 57.3 Hp/tonne","9.9 kg/Nm, 101.4 Nm/tonne",Engine specs,82 Hp @ 4600 rpm.,38.4 Hp/l,145 Nm @ 2000 rpm.  106.95 lb.-ft. @ 2000 rpm.,"Front, Transverse",2138 cm3 130.47 cu. in.,4,Inline,Naturally aspirated engine,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1430 kg  3152.61 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,195/65 R15,,2,1995 year,86 mm  3.39 in.,92 mm  3.62 in.,Diesel - Standard diesel injection (SDI),80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,17.6 sec,17.6 sec,16.7 sec,,5,8 l/100 km  29.4 US mpg35.31 UK mpg12.5 km/l,5.1 l/100 km  46.12 US mpg55.39 UK mpg19.61 km/l,176 km/h  109.36 mph,22.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1900 kg  4188.78 lbs.,470 kg  1036.17 lbs.,,,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 Turbo (147 Hp) Automatic,1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"10 kg/Hp, 100 Hp/tonne","6.3 kg/Nm, 159.9 Nm/tonne",Engine specs,147 Hp @ 5300 rpm.,73.6 Hp/l,235 Nm @ 2500 rpm.  173.33 lb.-ft. @ 2500 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,15,2,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10 sec,10 sec,9.5 sec,,,,,210 km/h  130.49 mph,8.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1970 kg  4343.11 lbs.,500 kg  1102.31 lbs.,,,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 Turbo (147 Hp),1991 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"10 kg/Hp, 100 Hp/tonne","6.3 kg/Nm, 159.9 Nm/tonne",Engine specs,147 Hp @ 5300 rpm.,73.6 Hp/l,235 Nm @ 2500 rpm.  173.33 lb.-ft. @ 2500 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1470 kg  3240.8 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,,2,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10 sec,10 sec,9.5 sec,,5,,,210 km/h  130.49 mph,8.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1970 kg  4343.11 lbs.,500 kg  1102.31 lbs.,,,9.6 l/100 km  24.5 US mpg29.43 UK mpg10.42 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 Turbo (141 Hp) Automatic,1992 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"10.1 kg/Hp, 98.6 Hp/tonne","6.4 kg/Nm, 157.3 Nm/tonne",Engine specs,141 Hp @ 6200 rpm.,70.6 Hp/l,225 Nm @ 2200 rpm.  165.95 lb.-ft. @ 2200 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1430 kg  3152.61 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,15,2,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10 sec,10 sec,9.5 sec,,,12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,210 km/h  130.49 mph,8.8,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1930 kg  4254.92 lbs.,500 kg  1102.31 lbs.,,,8.9 l/100 km  26.43 US mpg31.74 UK mpg11.24 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 Turbo (141 Hp),1992 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"10.1 kg/Hp, 98.6 Hp/tonne","6.4 kg/Nm, 157.3 Nm/tonne",Engine specs,141 Hp @ 6200 rpm.,70.6 Hp/l,225 Nm @ 2200 rpm.  165.95 lb.-ft. @ 2200 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Turbocharger,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1430 kg  3152.61 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,,2,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10 sec,10 sec,9.5 sec,,5,12.7 l/100 km  18.52 US mpg22.24 UK mpg7.87 km/l,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,210 km/h  130.49 mph,8.8,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1930 kg  4254.92 lbs.,500 kg  1102.31 lbs.,,,8.9 l/100 km  26.43 US mpg31.74 UK mpg11.24 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 16V (132 Hp),1994 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"10.8 kg/Hp, 92.3 Hp/tonne","7.9 kg/Nm, 125.9 Nm/tonne",Engine specs,132 Hp @ 5500 rpm.,66.1 Hp/l,180 Nm @ 4200 rpm.  132.76 lb.-ft. @ 4200 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1430 kg  3152.61 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,205/60 R15,,4,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,10.9 sec,10.9 sec,10.4 sec,,5,,,205 km/h  127.38 mph,11,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1900 kg  4188.78 lbs.,470 kg  1036.17 lbs.,,,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,605,605 (6B),2.0 (121 Hp),1989 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"11 kg/Hp, 91.3 Hp/tonne","7.5 kg/Nm, 132.8 Nm/tonne",Engine specs,121 Hp @ 5750 rpm.,60.6 Hp/l,176 Nm @ 2750 rpm.  129.81 lb.-ft. @ 2750 rpm.,"Front, Transverse",1998 cm3 121.93 cu. in.,4,Inline,Naturally aspirated engine,OHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1325 kg  2921.12 lbs.,Dimensions,4765 mm  187.6 in.,1799 mm  70.83 in.,,1417 mm  55.79 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,195/65 R15,,2,2000 year,86 mm  3.39 in.,86 mm  3.39 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,12.1 sec,12.1 sec,11.5 sec,,5,12.8 l/100 km  18.38 US mpg22.07 UK mpg7.81 km/l,6.8 l/100 km  34.59 US mpg41.54 UK mpg14.71 km/l,199 km/h  123.65 mph,9.5,1527 mm  60.12 in.,1528 mm  60.16 in.,,,497 l  17.55 cu. ft.,,1825 kg  4023.44 lbs.,500 kg  1102.31 lbs.,,,8.8 l/100 km  26.73 US mpg32.1 UK mpg11.36 km/l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,607,607,3.0 V6 24V (207 Hp) Automatic,2000 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"7.9 kg/Hp, 126.6 Hp/tonne","5.7 kg/Nm, 174.3 Nm/tonne",Engine specs,207 Hp @ 6000 rpm.,70.3 Hp/l,285 Nm @ 3750 rpm.  210.21 lb.-ft. @ 3750 rpm.,"Front, Transverse",2946 cm3 179.78 cu. in.,6,V-engine,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1635 kg  3604.56 lbs.,Dimensions,4877 mm  192.01 in.,1800 mm  70.87 in.,,1437 mm  56.57 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,225/50 ZR17,17,4,2004 year,87 mm  3.43 in.,82.6 mm  3.25 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,9.9 sec,9.9 sec,9.4 sec,,,14.4 l/100 km  16.33 US mpg19.62 UK mpg6.94 km/l,7.8 l/100 km  30.16 US mpg36.22 UK mpg12.82 km/l,232 km/h  144.16 mph,10.9,1539 mm  60.59 in.,1537 mm  60.51 in.,,,481 l  16.99 cu. ft.,ES9J4S,2140 kg  4717.89 lbs.,505 kg  1113.33 lbs.,,,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,,,4.85 l  5.12 US qt | 4.27 UK qt,,10.1 l  10.67 US qt | 8.89 UK qt,,,,,,,,,,,,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,607,607,3.0 V6 24V (207 Hp),2000 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),"7.9 kg/Hp, 126.6 Hp/tonne","5.7 kg/Nm, 174.3 Nm/tonne",Engine specs,207 Hp @ 6000 rpm.,70.3 Hp/l,285 Nm @ 3750 rpm.  210.21 lb.-ft. @ 3750 rpm.,"Front, Transverse",2946 cm3 179.78 cu. in.,6,V-engine,Naturally aspirated engine,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1635 kg  3604.56 lbs.,Dimensions,4877 mm  192.01 in.,1800 mm  70.87 in.,,1437 mm  56.57 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,225/50 ZR17,,4,2004 year,87 mm  3.43 in.,82.6 mm  3.25 in.,Multi-point indirect injection,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,8.1 sec,8.1 sec,7.7 sec,,5,13.9 l/100 km  16.92 US mpg20.32 UK mpg7.19 km/l,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,240 km/h  149.13 mph,10.9,1539 mm  60.59 in.,1537 mm  60.51 in.,,,481 l  16.99 cu. ft.,ES9J4S,2140 kg  4717.89 lbs.,505 kg  1113.33 lbs.,,,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,,,4.85 l  5.12 US qt | 4.27 UK qt,,10 l  10.57 US qt | 8.8 UK qt,,,,,,,,,,,,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,607,607,2.7 HDi V6 24V (205 Hp),2003 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,"8.4 kg/Hp, 118.5 Hp/tonne","3.9 kg/Nm, 254.3 Nm/tonne",Engine specs,205 Hp @ 4000 rpm.,75.4 Hp/l,440 Nm @ 1900 rpm.  324.53 lb.-ft. @ 1900 rpm.,"Front, Transverse",2720 cm3 165.98 cu. in.,6,V-engine,Turbocharger,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1730 kg  3814 lbs.,Dimensions,4877 mm  192.01 in.,1800 mm  70.87 in.,,1437 mm  56.57 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,6,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,225/55 R17,,4,2008 year,81 mm  3.19 in.,88 mm  3.46 in.,Diesel Commonrail,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,9.3 sec,9.3 sec,8.8 sec,,,11.6 l/100 km  20.28 US mpg24.35 UK mpg8.62 km/l,6.6 l/100 km  35.64 US mpg42.8 UK mpg15.15 km/l,230 km/h  142.92 mph,17.3,1539 mm  60.59 in.,1537 mm  60.51 in.,,,481 l  16.99 cu. ft.,DT17TED4,2205 kg  4861.19 lbs.,475 kg  1047.2 lbs.,,,,,,5.75 l  6.08 US qt | 5.06 UK qt,,11.1 l  11.73 US qt | 9.77 UK qt,,,,,,,,,,,,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,607,607,2.2 HDi (138 Hp) Automatic,2003 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,,,Engine specs,138 Hp @ 4000 rpm.,63.3 Hp/l,314 Nm @ 2000 rpm.  231.59 lb.-ft. @ 2000 rpm.,"Front, Transverse",2179 cm3 132.97 cu. in.,4,Inline,Turbocharger,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,Dimensions,4877 mm  192.01 in.,1800 mm  70.87 in.,,1437 mm  56.57 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,4,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,225/55 R16,16,4,2008 year,,,Diesel Commonrail,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,8 sec,8 sec,7.6 sec,,,,,204 km/h  126.76 mph,,1539 mm  60.59 in.,1537 mm  60.51 in.,,,481 l  16.99 cu. ft.,DW12TED4,,,,,,,,4.75 l  5.02 US qt | 4.18 UK qt,,10.3 l  10.88 US qt | 9.06 UK qt,,,,,,,,,,,,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peugeot,607,607,2.2 HDi (138 Hp),2003 year,Internal Combustion engine,Sedan,5,4,Performance specs,Diesel,,,Engine specs,138 Hp @ 4000 rpm.,63.3 Hp/l,314 Nm @ 2000 rpm.  231.59 lb.-ft. @ 2000 rpm.,"Front, Transverse",2179 cm3 132.97 cu. in.,4,Inline,Turbocharger,DOHC,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,Dimensions,4877 mm  192.01 in.,1800 mm  70.87 in.,,1437 mm  56.57 in.,2800 mm  110.24 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,,Wishbone,Double wishbone,Ventilated discs,Disc,Hydraulic Steering,225/55 R16,,4,2008 year,,,Diesel Commonrail,80 l  21.13 US gal | 17.6 UK gal,ABS (Anti-lock braking system),Steering rack and pinion,8 sec,8 sec,7.6 sec,,6,,,204 km/h  126.76 mph,,1539 mm  60.59 in.,1537 mm  60.51 in.,,,481 l  16.99 cu. ft.,DW12TED4,,,,,,,,4.75 l  5.02 US qt | 4.18 UK qt,,9.8 l  10.36 US qt | 8.62 UK qt,,,,,,,,,,,,,,Log in to see.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
