Brand,Model,Generation,Modification (Engine),Start of production,End of production,Powertrain Architecture,Body type,Seats,Doors,Performance specs,Fuel Type,Maximum speed,Weight-to-power ratio,Weight-to-torque ratio,Engine specs,Power,Power per litre,Torque,Engine location,Engine Model/Code,Engine displacement,Number of cylinders,Number of valves per cylinder,Engine aspiration,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",Kerb Weight,Max. weight,Max load,Fuel tank capacity,Dimensions,Length,Width,Height,Wheelbase,"Drivetrain, brakes and suspension specs",Drivetrain Architecture,Drive wheel,Front brakes,Rear brakes,Tires size,Wheel rims size,Front track,Rear (Back) track,Compression ratio,Fuel consumption (economy) - combined,Position of cylinders,Fuel System,Valvetrain,Ride height (ground clearance),Number of Gears (manual transmission),Front suspension,Rear suspension,Assisting systems,Steering type,Power steering,Number of Gears (automatic transmission),Emission standard,Approach angle,Departure angle,Fuel consumption (economy) - urban,Fuel consumption (economy) - extra urban,Front overhang,Rear overhang,Trunk (boot) space - minimum,Trunk (boot) space - maximum,CO2 emissions,Acceleration 0 - 100 km/h,Acceleration 0 - 62 mph,Acceleration 0 - 60 mph (Calculated by Auto-Data.net),Permitted trailer load with brakes (12%),Permitted trailer load without brakes,Acceleration 0 - 200 km/h,Acceleration 0 - 300 km/h,Maximum engine speed,Cylinder Bore,Piston Stroke,Width with mirrors folded,Width including mirrors,Drag coefficient (Cd),Acceleration 0 - 60 mph,Electric cars and hybrids specs,Gross battery capacity,All-electric range,Average Energy consumption,Electric motor 1,Electric motor power,Electric motor 2,System power,System torque,Minimum turning circle (turning diameter),Engine oil capacity,Oil viscosity,Engine oil specification,Coolant,Engine systems,Permitted towbar download,Max. roof load,Ramp angle,Wading depth,Electric motor Torque,Internal combustion engine specs,Fuel consumption at Low speed (WLTP),Fuel consumption at Medium speed (WLTP),Fuel consumption at high speed (WLTP),Fuel consumption at very high speed (WLTP),Combined fuel consumption (WLTP),CO2 emissions (WLTP),Fuel consumption (economy) - urban (NEDC),Fuel consumption (economy) - extra urban (NEDC),Fuel consumption (economy) - combined (NEDC),CO2 emissions (NEDC),Battery voltage,Battery technology,All-electric range (WLTP),Average Energy consumption (WLTP),Net (usable) battery capacity,"Fuel consumption (economy) - urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - extra urban (NEDC, WLTP equivalent)","Fuel consumption (economy) - combined (NEDC, WLTP equivalent)","CO2 emissions (NEDC, WLTP equivalent)",Electric motor 3,Power (CNG),Power per litre (CNG),Torque (CNG),CNG cylinder capacity,100 km/h - 0,Fuel consumption (economy) - urban (LPG),Fuel consumption (economy) - extra urban (LPG),Fuel consumption (economy) - combined (LPG),CO2 emissions (LPG),Power (LPG),Power per litre (LPG),Torque (LPG),Fuel tank capacity (LPG),AdBlue tank,Max speed (electric),Permitted trailer load with brakes (8%)
Hyundai,Elantra,Elantra VII (CN7),1.6 Gamma (128 Hp),"March, 2020 year",,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"9.1 kg/Hp, 110.3 Hp/tonne","7.5 kg/Nm, 133.6 Nm/tonne",Engine specs,128 Hp @ 6300 rpm.,80.5 Hp/l,155 Nm @ 4850 rpm.  114.32 lb.-ft. @ 4850 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1160-1245 kg  2557.36 - 2744.76 lbs.,1720 kg  3791.95 lbs.,475-560 kg  1047.2 - 1234.59 lbs.,,Dimensions,4675 mm  184.06 in.,1825 mm  71.85 in.,1430 mm  56.3 in.,2720 mm  107.09 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,195/65 R15; 205/55 R16; 225/45 R17,6.0J x 15; 6.5J x 16; 7.0J x 17,1579-1593 mm  62.17 - 62.72 in.,1590-1604 mm  62.6 - 63.15 in.,,,Inline,Multi-point indirect injection,DOHC,,6,Independent type McPherson,Torsion,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Start & Stop System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,"Elantra VI (AD, facelift 2019)",Sport 1.6 Turbo GDI (201 Hp) DCT,2018 year,2020 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,201 Hp @ 6000 rpm.,126.3 Hp/l,264 Nm @ 1500-4500 rpm.  194.72 lb.-ft. @ 1500-4500 rpm.,"Front, Transverse",Gamma,1591 cm3 97.09 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,1840 kg  4056.51 lbs.,,53 l  14 US gal | 11.66 UK gal,Dimensions,4620 mm  181.89 in.,1800 mm  70.87 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/40 R18,7.5J x 18,,,9.5,,Inline,Direct injection,DOHC,,,"Independent, Spring McPherson, with stabilizer",Multi-link independent,ABS (Anti-lock braking system),Steering rack and pinion,,7 DCT,,,,,,,,408 l  14.41 cu. ft.,,,,,,,,,,,77 mm  3.03 in.,85.44 mm  3.36 in.,,,,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,"Elantra VI (AD, facelift 2019)",Sport 1.6 Turbo GDI (201 Hp),2018 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,,,Engine specs,201 Hp @ 6000 rpm.,126.3 Hp/l,264 Nm @ 1500-4500 rpm.  194.72 lb.-ft. @ 1500-4500 rpm.,"Front, Transverse",Gamma,1591 cm3 97.09 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",,1810 kg  3990.37 lbs.,,53 l  14 US gal | 11.66 UK gal,Dimensions,4620 mm  181.89 in.,1800 mm  70.87 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/40 R18,7.5J x 18,,,9.5,,Inline,Direct injection,DOHC,,6,"Independent, Spring McPherson, with stabilizer",Multi-link independent,ABS (Anti-lock braking system),Steering rack and pinion,,,,,,,,,,408 l  14.41 cu. ft.,,,,,,,,,,,77 mm  3.03 in.,85.44 mm  3.36 in.,,,,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,"Elantra VI (AD, facelift 2019)",2.0 (147 Hp) Automatic,2018 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.8 kg/Hp, 114 Hp/tonne","7.2 kg/Nm, 138.8 Nm/tonne",Engine specs,147 Hp @ 6200 rpm.,73.5 Hp/l,179 Nm @ 4500 rpm.  132.02 lb.-ft. @ 4500 rpm.,"Front, Transverse",Nu,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1290-1360 kg  2843.96 - 2998.29 lbs.,1780 kg  3924.23 lbs.,420-490 kg  925.94 - 1080.27 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4620 mm  181.89 in.,1800 mm  70.87 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,205/55 R16; 225/45 R17,6.5J x 16; 7.0J x 17,,,12.5,7.1-7.3 l/100 km  33.13 - 32.22 US mpg39.79 - 38.7 UK mpg14.08 - 13.7 km/l,Inline,Multi-point indirect injection,"DOHC, D-CVVT",,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",ABS (Anti-lock braking system),Steering rack and pinion,,6,,,,8.1-8.4 l/100 km  29.04 - 28 US mpg34.87 - 33.63 UK mpg12.35 - 11.9 km/l,6.0-6.3 l/100 km  39.2 - 37.34 US mpg47.08 - 44.84 UK mpg16.67 - 15.87 km/l,,,408 l  14.41 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,"Elantra VI (AD, facelift 2019)",2.0 (147 Hp),2018 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.7 kg/Hp, 114.8 Hp/tonne","7.2 kg/Nm, 139.8 Nm/tonne",Engine specs,147 Hp @ 6200 rpm.,73.5 Hp/l,179 Nm @ 4500 rpm.  132.02 lb.-ft. @ 4500 rpm.,"Front, Transverse",Nu,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1280 kg  2821.92 lbs.,1760 kg  3880.14 lbs.,480 kg  1058.22 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4620 mm  181.89 in.,1800 mm  70.87 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,195/65 R15,6.0J x 15,,,12.5,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,Inline,Multi-point indirect injection,"DOHC, D-CVVT",,6,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",ABS (Anti-lock braking system),Steering rack and pinion,,,,,,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,,,408 l  14.41 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,"Elantra VI (AD, facelift 2019)",1.4 Turbo GDI (128 Hp) DCT,2018 year,2020 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"10.1 kg/Hp, 98.8 Hp/tonne","6.1 kg/Nm, 162.8 Nm/tonne",Engine specs,128 Hp @ 5500 rpm.,94.6 Hp/l,211 Nm @ 1400-3700 rpm.  155.63 lb.-ft. @ 1400-3700 rpm.,"Front, Transverse",Gamma,1353 cm3 82.57 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1296 kg  2857.19 lbs.,1760 kg  3880.14 lbs.,464 kg  1022.94 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4620 mm  181.89 in.,1800 mm  70.87 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,195/65 R15,6.0J x 15,,,10,,Inline,Direct injection,DOHC,,,"Independent, Spring McPherson, with stabilizer","Semi-independent, coil spring",ABS (Anti-lock braking system),Steering rack and pinion,,7 DCT,,,,,,,,408 l  14.41 cu. ft.,,,,,,,,,,,71.6 mm  2.82 in.,84 mm  3.31 in.,,,,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra GT,N Line 1.6 (204 Hp) Automatic,2017 year,2020 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),,"6.8 kg/Hp, 146.7 Hp/tonne","5.3 kg/Nm, 189.8 Nm/tonne",Engine specs,204 Hp @ 6000 rpm.,128.2 Hp/l,264 Nm @ 1500-4500 rpm.  194.72 lb.-ft. @ 1500-4500 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1391 kg  3066.63 lbs.,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4341 mm  170.91 in.,1796 mm  70.71 in.,1466 mm  57.72 in.,2649 mm  104.29 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/40 R18,7.5J x 18,1552 mm  61.1 in.,1562 mm  61.5 in.,9.5,8.4 l/100 km  28 US mpg33.63 UK mpg11.9 km/l,Inline,Direct injection,DOHC,150 mm  5.91 in.,,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7 DCT,,,,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,,,705 l  24.9 cu. ft.,,,,,,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra GT,N Line 1.6 (204 Hp),2017 year,2020 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),,"6.7 kg/Hp, 149.2 Hp/tonne","5.2 kg/Nm, 193.1 Nm/tonne",Engine specs,204 Hp @ 6000 rpm.,128.2 Hp/l,264 Nm @ 1500-4500 rpm.  194.72 lb.-ft. @ 1500-4500 rpm.,"Front, Transverse",,1591 cm3 97.09 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1367 kg  3013.72 lbs.,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4341 mm  170.91 in.,1796 mm  70.71 in.,1466 mm  57.72 in.,2649 mm  104.29 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/40 R18,7.5J x 18,1552 mm  61.1 in.,1562 mm  61.5 in.,9.5,9.4 l/100 km  25.02 US mpg30.05 UK mpg10.64 km/l,Inline,Direct injection,DOHC,150 mm  5.91 in.,6,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,,,,10.7 l/100 km  21.98 US mpg26.4 UK mpg9.35 km/l,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,,,705 l  24.9 cu. ft.,,,,,,,,,,,77 mm  3.03 in.,85.4 mm  3.36 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra GT,2.0 (163 Hp) Automatic,2017 year,2020 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),,"8.2 kg/Hp, 122.1 Hp/tonne","6.6 kg/Nm, 152.1 Nm/tonne",Engine specs,163 Hp @ 6200 rpm.,81.5 Hp/l,203 Nm @ 4700 rpm.  149.73 lb.-ft. @ 4700 rpm.,"Front, Transverse",,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1335 kg  2943.17 lbs.,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4341 mm  170.91 in.,1796 mm  70.71 in.,1466 mm  57.72 in.,2649 mm  104.29 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/45 R17,7J x 17,1552 mm  61.1 in.,1562 mm  61.5 in.,11.5,8.7 l/100 km  27.04 US mpg32.47 UK mpg11.49 km/l,Inline,Multi-point indirect injection,DOHC,150 mm  5.91 in.,,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6,,,,9.8 l/100 km  24 US mpg28.82 UK mpg10.2 km/l,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,,,705 l  24.9 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra GT,2.0 (163 Hp),2017 year,2020 year,Internal Combustion engine,Hatchback,5,5,Performance specs,Petrol (Gasoline),,"8.1 kg/Hp, 123.9 Hp/tonne","6.5 kg/Nm, 154.3 Nm/tonne",Engine specs,163 Hp @ 6200 rpm.,81.5 Hp/l,203 Nm @ 4700 rpm.  149.73 lb.-ft. @ 4700 rpm.,"Front, Transverse",,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1316 kg  2901.28 lbs.,,,53 l  14 US gal | 11.66 UK gal,Dimensions,4341 mm  170.91 in.,1796 mm  70.71 in.,1466 mm  57.72 in.,2649 mm  104.29 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Disc,225/45 R17,7J x 17,1552 mm  61.1 in.,1562 mm  61.5 in.,11.5,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,Inline,Multi-point indirect injection,DOHC,150 mm  5.91 in.,6,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,,,,10.2 l/100 km  23.06 US mpg27.69 UK mpg9.8 km/l,7.6 l/100 km  30.95 US mpg37.17 UK mpg13.16 km/l,,,705 l  24.9 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra VI (AD),2.0 (149 Hp) Automatic,2016 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.6 kg/Hp, 116.9 Hp/tonne","7.1 kg/Nm, 140.4 Nm/tonne",Engine specs,149 Hp @ 6200 rpm.,74.5 Hp/l,179 Nm @ 4500 rpm.  132.02 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1275 kg  2810.89 lbs.,1780 kg  3924.23 lbs.,505 kg  1113.33 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4569 mm  179.88 in.,1801 mm  70.91 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,195/65 R15,15,1562 mm  61.5 in.,1572 mm  61.89 in.,12.5,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,Inline,Multi-point indirect injection,"DOHC, D-CVVT",135 mm  5.31 in.,,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,6,,,,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,6.2 l/100 km  37.94 US mpg45.56 UK mpg16.13 km/l,,,408 l  14.41 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,0.27,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra VI (AD),2.0 (149 Hp),2016 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.4 kg/Hp, 118.7 Hp/tonne","7 kg/Nm, 142.6 Nm/tonne",Engine specs,149 Hp @ 6200 rpm.,74.5 Hp/l,179 Nm @ 4500 rpm.  132.02 lb.-ft. @ 4500 rpm.,"Front, Transverse",,1999 cm3 121.99 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1255 kg  2766.8 lbs.,1760 kg  3880.14 lbs.,505 kg  1113.33 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4569 mm  179.88 in.,1801 mm  70.91 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,195/65 R15,15,1562 mm  61.5 in.,1572 mm  61.89 in.,12.5,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,Inline,Multi-point indirect injection,"DOHC, D-CVVT",135 mm  5.31 in.,6,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,,,,,9 l/100 km  26.13 US mpg31.39 UK mpg11.11 km/l,6.5 l/100 km  36.19 US mpg43.46 UK mpg15.38 km/l,,,408 l  14.41 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,97 mm  3.82 in.,,,0.27,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra VI (AD),1.4 (130 Hp) Automatic,2016 year,2019 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"10 kg/Hp, 100.3 Hp/tonne","6.1 kg/Nm, 163.6 Nm/tonne",Engine specs,130 Hp @ 5500 rpm.,96.1 Hp/l,212 Nm @ 1400-3700 rpm.  156.36 lb.-ft. @ 1400-3700 rpm.,"Front, Transverse",,1353 cm3 82.57 cu. in.,4,4,Turbocharger,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1296 kg  2857.19 lbs.,1760 kg  3880.14 lbs.,464 kg  1022.94 lbs.,53 l  14 US gal | 11.66 UK gal,Dimensions,4569 mm  179.88 in.,1801 mm  70.91 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Ventilated discs,Drum,195/65 R15,15,1562 mm  61.5 in.,1572 mm  61.89 in.,10,6.7 l/100 km  35.11 US mpg42.16 UK mpg14.93 km/l,Inline,Direct injection,DOHC,135 mm  5.31 in.,,,,ABS (Anti-lock braking system),Steering rack and pinion,Electric Steering,7 DCT,,,,7.4 l/100 km  31.79 US mpg38.17 UK mpg13.51 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,,,408 l  14.41 cu. ft.,,,,,,,,,,,71.6 mm  2.82 in.,84 mm  3.31 in.,,,0.27,,,,,,,,,,,10.6 m  34.78 ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra V,1.8 (148 Hp) Automatic,2010 year,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.3 kg/Hp, 120.8 Hp/tonne","6.9 kg/Nm, 145.3 Nm/tonne",Engine specs,148 Hp @ 6500 rpm.,82.4 Hp/l,178 Nm @ 4700 rpm.  131.29 lb.-ft. @ 4700 rpm.,"Front, Transverse",G4NB,1797 cm3 109.66 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1225-1305 kg  2700.66 - 2877.03 lbs.,,,48 l  12.68 US gal | 10.56 UK gal,Dimensions,4529 mm  178.31 in.,1775 mm  69.88 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Disc,Disc,195/65 R15; 205/55 R16; 215/45 R17,6J x 15; 6.5J x 16; 7J x 17,1549-1562 mm  60.98 - 61.5 in.,1562-1575 mm  61.5 - 62.01 in.,10.3,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,Inline,Multi-point indirect injection,DOHC,,,"Independent type McPherson, Transverse stabilizer",Torsion,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,6,ULEV,,,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,,,419 l  14.8 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,87.12 mm  3.43 in.,,,0.28,,,,,,,,,,,,4 l  4.23 US qt | 3.52 UK qt,Log in to see.,,5.9 l  6.23 US qt | 5.19 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyundai,Elantra,Elantra V,1.8 (148 Hp),2010 year,2013 year,Internal Combustion engine,Sedan,5,4,Performance specs,Petrol (Gasoline),,"8.2 kg/Hp, 122.6 Hp/tonne","6.8 kg/Nm, 147.5 Nm/tonne",Engine specs,148 Hp @ 6500 rpm.,82.4 Hp/l,178 Nm @ 4700 rpm.  131.29 lb.-ft. @ 4700 rpm.,"Front, Transverse",G4NB,1797 cm3 109.66 cu. in.,4,4,Naturally aspirated engine,(adsbygoogle = window.adsbygoogle || []).push({});,"Space, Volume and weights",1207-1279 kg  2660.98 - 2819.71 lbs.,,,48 l  12.68 US gal | 10.56 UK gal,Dimensions,4529 mm  178.31 in.,1775 mm  69.88 in.,1435 mm  56.5 in.,2700 mm  106.3 in.,"Drivetrain, brakes and suspension specs",The Internal combustion engine (ICE) drives the front wheels of the vehicle.,Front wheel drive,Disc,Disc,195/65 R15; 205/55 R16,6J x 15; 6.5J x 16,1549-1562 mm  60.98 - 61.5 in.,1562-1575 mm  61.5 - 62.01 in.,10.3,7.1 l/100 km  33.13 US mpg39.79 UK mpg14.08 km/l,Inline,Multi-point indirect injection,DOHC,,6,"Independent type McPherson, Transverse stabilizer",Torsion,ABS (Anti-lock braking system),Steering rack and pinion,Hydraulic Steering,,ULEV,,,8.1 l/100 km  29.04 US mpg34.87 UK mpg12.35 km/l,5.9 l/100 km  39.87 US mpg47.88 UK mpg16.95 km/l,,,419 l  14.8 cu. ft.,,,,,,,,,,,81 mm  3.19 in.,87.12 mm  3.43 in.,,,0.28,,,,,,,,,,,,4 l  4.23 US qt | 3.52 UK qt,Log in to see.,,6 l  6.34 US qt | 5.28 UK qt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
